cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
4	4.65665907782133e-104	0.494939819992068	0.889	0.811	1.1484252617723e-99	TALDO1
4	1.56006054209045e-103	0.37238941229783	0.967	0.931	3.84742130890346e-99	RPS26
4	4.08289927702588e-103	1.02162775884043	0.661	0.413	1.00692461970012e-98	CD36
4	9.61572451848498e-101	0.617918152796957	0.818	0.699	2.37142998074877e-96	IER2
4	7.9755342230708e-98	0.765407167749166	0.762	0.599	1.96692625009372e-93	AGTRAP
4	8.72642161348666e-98	0.442753226547538	0.904	0.849	2.15211009831808e-93	LAMTOR4
4	2.40471786701559e-95	1.1290651555747	0.61	0.375	5.93051520363385e-91	PRAM1
4	6.47887857523932e-94	0.788175505847724	0.762	0.56	1.59782103422552e-89	TNFAIP2
4	1.28179319433256e-93	0.456134245090358	0.888	0.819	3.16115837586297e-89	PYCARD
4	3.14359763752103e-93	0.268872458756057	0.993	0.983	7.75274049365437e-89	ATP5E
4	4.76019571627917e-93	0.529928541362207	0.819	0.726	1.17395946754877e-88	SAMHD1
4	2.38744287713518e-92	0.431154704598737	0.903	0.827	5.88791162359079e-88	GPX1
4	2.53010566391352e-92	0.403909802017048	0.958	0.887	6.23974658834352e-88	LST1
4	3.31078357093257e-92	0.403792794481197	0.916	0.868	8.1650544426339e-88	TCEB2
4	6.96712163920289e-91	0.288626068906075	0.968	0.946	1.71823153866022e-86	ARPC1B
4	9.03692049091859e-91	0.78672904397439	0.737	0.551	2.22868533147034e-86	MPEG1
4	6.18348948031729e-90	1.26338691887472	0.522	0.283	1.52497217563585e-85	LRRK2
4	9.4882373980818e-86	0.767528648425272	0.733	0.581	2.33998910711493e-81	C4orf48
5	0	2.43426505043929	0.645	0.181	0	PTGS2
5	0	2.31520450719392	0.639	0.188	0	CCL20
5	0	1.99740839675202	0.793	0.293	0	CCL3L3
5	0	1.6954629770137	0.798	0.363	0	EREG
5	0	1.61391043326639	0.874	0.409	0	CXCL2
5	0	1.44020160990734	0.902	0.46	0	CXCL8
5	0	1.39110180530909	0.96	0.545	0	IL1B
5	0	0.982681024926149	0.978	0.754	0	BCL2A1
5	8.71213141325685e-294	1.05442829832486	0.938	0.644	2.1485858491374e-289	IER3
5	9.02524144266647e-293	1.84307226755182	0.737	0.29	2.22580504459041e-288	CCL4L2
5	3.75457147391911e-288	1.56325623998389	0.827	0.402	9.25952416897931e-284	CCL3
5	2.14771414052294e-286	0.730041328437111	0.986	0.87	5.29669261335768e-282	SOD2
5	1.27730523312176e-281	0.918576158284297	0.961	0.72	3.15009016592487e-277	TNFAIP3
5	3.37553819088079e-280	1.29673596246877	0.868	0.524	8.32475228635021e-276	ICAM1
5	2.71270842530592e-278	0.758536726819845	0.981	0.836	6.69008151848947e-274	PLAUR
5	5.23875492185974e-271	1.66163051910121	0.769	0.365	1.29198173882905e-266	RBKS
5	1.33443532264919e-266	0.572868272019081	0.991	0.937	3.29098439271742e-262	NFKBIA
5	1.31808730878826e-264	0.693614865680295	0.972	0.852	3.25066692093362e-260	PPP1R15A
5	5.93249332399703e-260	2.88705976926351	0.373	0.071	1.46307150356415e-255	IL1A
