Treatment	Tissue	MajorCellType	SubCellType	cell_count
"""IV"""	"""Tumor"""	"""Epi"""	"""c85_Coloncyte_SLC26A3"""	132
"""IV"""	"""Tumor"""	"""Epi"""	"""c86_Coloncyte_BEST4"""	82
"""IV"""	"""Tumor"""	"""Epi"""	"""c87_Goblet_MUC2"""	658
"""IV"""	"""Tumor"""	"""Epi"""	"""c88_EEC_PCSK1N"""	8
"""IV"""	"""Tumor"""	"""Epi"""	"""c89_Tuft_PTGS1"""	71
"""IV"""	"""Tumor"""	"""Epi"""	"""c90_Epi_MKI67"""	217
"""IV"""	"""Tumor"""	"""Epi"""	"""c91_Epi_Tumor"""	227
"""IV"""	"""Tumor"""	"""ILC"""	"""c33_ILC_GZMK"""	6
"""IV"""	"""Tumor"""	"""ILC"""	"""c34_ILC_NR4A2"""	125
"""IV"""	"""Tumor"""	"""ILC"""	"""c37_ILC_SLC4A10"""	83
"""IV"""	"""Tumor"""	"""Mye"""	"""c49_Mono_CD14"""	2
"""IV"""	"""Tumor"""	"""Mye"""	"""c50_Mono_FCGR3A"""	2
"""IV"""	"""Tumor"""	"""Mye"""	"""c52_Mast_TPSAB1"""	76
"""IV"""	"""Tumor"""	"""Mye"""	"""c55_pDC_GZMB"""	2
"""IV"""	"""Tumor"""	"""Mye"""	"""c59_cDC_IL1B"""	26
"""IV"""	"""Tumor"""	"""Mye"""	"""c60_cDC_LAMP3"""	1
"""IV"""	"""Tumor"""	"""Mye"""	"""c62_Mph_S100A8"""	7
"""IV"""	"""Tumor"""	"""Mye"""	"""c63_Mph_CCL20"""	12
"""IV"""	"""Tumor"""	"""Mye"""	"""c64_Mph_SPP1"""	1
"""IV"""	"""Tumor"""	"""Mye"""	"""c65_Mph_APOE"""	8
"""IV"""	"""Tumor"""	"""Stromal"""	"""c66_Endo_LYVE1"""	4
"""IV"""	"""Tumor"""	"""Stromal"""	"""c67_Endo_ACKR1"""	19
"""IV"""	"""Tumor"""	"""Stromal"""	"""c68_Endo_FABP5"""	18
"""IV"""	"""Tumor"""	"""Stromal"""	"""c69_Endo_CXCL12"""	11
"""IV"""	"""Tumor"""	"""Stromal"""	"""c70_Endo_COL4A1"""	3
"""IV"""	"""Tumor"""	"""Stromal"""	"""c72_Fibro_SOX6"""	168
"""IV"""	"""Tumor"""	"""Stromal"""	"""c73_Fibro_ADAMDEC1"""	198
"""IV"""	"""Tumor"""	"""Stromal"""	"""c74_Fibro_C7"""	124
"""IV"""	"""Tumor"""	"""Stromal"""	"""c75_Fibro_CCL19"""	76
"""IV"""	"""Tumor"""	"""Stromal"""	"""c76_Fibro_PI16"""	1
"""IV"""	"""Tumor"""	"""Stromal"""	"""c77_Fibro_ACTA2"""	95
"""IV"""	"""Tumor"""	"""Stromal"""	"""c78_Fibro_DES"""	12
"""IV"""	"""Tumor"""	"""Stromal"""	"""c79_Fibro_FAP"""	18
"""IV"""	"""Tumor"""	"""Stromal"""	"""c81_Pericyte_RGS5"""	20
"""IV"""	"""Tumor"""	"""Stromal"""	"""c82_SMC_MYH11"""	42
"""IV"""	"""Tumor"""	"""Stromal"""	"""c83_Glia_PLP1"""	23
"""IV"""	"""Tumor"""	"""T"""	"""c02_CD4_Tn_SELL"""	1
"""IV"""	"""Tumor"""	"""T"""	"""c03_CD4_Tn_NR4A2"""	980
"""IV"""	"""Tumor"""	"""T"""	"""c04_CD4_Tcm_ANXA1"""	10
"""IV"""	"""Tumor"""	"""T"""	"""c05_CD4_Tcm_GPR183"""	663
"""IV"""	"""Tumor"""	"""T"""	"""c06_CD4_Trm_HSPA1A"""	245
"""IV"""	"""Tumor"""	"""T"""	"""c07_CD4_Th17_CTSH"""	101
"""IV"""	"""Tumor"""	"""T"""	"""c08_CD4_Tfh_CXCL13_IL6ST"""	215
"""IV"""	"""Tumor"""	"""T"""	"""c09_CD4_Th1_CXCL13_HAVCR2"""	30
"""IV"""	"""Tumor"""	"""T"""	"""c10_CD4_Temra_GZMB"""	1
"""IV"""	"""Tumor"""	"""T"""	"""c11_CD4_Treg_FOXP3"""	2
"""IV"""	"""Tumor"""	"""T"""	"""c12_CD4_Treg_KLRB1"""	194
"""IV"""	"""Tumor"""	"""T"""	"""c13_CD4_Treg_TNFRSF9"""	389
"""IV"""	"""Tumor"""	"""T"""	"""c14_CD4_MT"""	117
"""IV"""	"""Tumor"""	"""T"""	"""c15_CD8_Tn_CCR7"""	1
"""IV"""	"""Tumor"""	"""T"""	"""c16_CD8_Tn_SELL"""	254
"""IV"""	"""Tumor"""	"""T"""	"""c18_CD8_Tcm_ANXA1"""	207
"""IV"""	"""Tumor"""	"""T"""	"""c19_CD8_Tem_CMC1"""	7
"""IV"""	"""Tumor"""	"""T"""	"""c20_CD8_Tem_GZMK"""	874
"""IV"""	"""Tumor"""	"""T"""	"""c21_CD8_Trm_XCL1"""	197
"""IV"""	"""Tumor"""	"""T"""	"""c22_CD8_Trm_HSPA1B"""	151
"""IV"""	"""Tumor"""	"""T"""	"""c23_CD8_Tex_LAYN"""	62
"""IV"""	"""Tumor"""	"""T"""	"""c24_CD8_Temra_CX3CR1"""	1
"""IV"""	"""Tumor"""	"""T"""	"""c25_CD8_Temra_TYROBP"""	3
"""IV"""	"""Tumor"""	"""T"""	"""c26_CD8_MAIT_KLRB1"""	8
"""IV"""	"""Tumor"""	"""T"""	"""c27_CD8_MAIT_SLC4A10"""	259
"""IV"""	"""Tumor"""	"""T"""	"""c28_CD8_IEL_CD160"""	156
"""IV"""	"""Tumor"""	"""T"""	"""c29_T_MKI67"""	19
"""IV"""	"""Tumor"""	"""T"""	"""c30_gdT_TRDV2"""	7
"""IV"""	"""Tumor"""	"""T"""	"""c31_DNT"""	6
"""IV"""	"""Tumor"""	"""T"""	"""c32_DPT"""	1
