gene_id	gene_symbol	feature_type	seurat_feature_name	detected_cells_merged_raw	formal_merged_gene_filter_pass
ENSG00000226526	AL049569.1	Gene Expression	AL049569.1	0	FALSE
ENSG00000159363	ATP13A2	Gene Expression	ATP13A2	24253	TRUE
ENSG00000117118	SDHB	Gene Expression	SDHB	61723	TRUE
ENSG00000117115	PADI2	Gene Expression	PADI2	25348	TRUE
ENSG00000204362	AL590644.1	Gene Expression	AL590644.1	6	TRUE
ENSG00000282843	AL590644.3	Gene Expression	AL590644.3	6	TRUE
ENSG00000142623	PADI1	Gene Expression	PADI1	877	TRUE
ENSG00000142619	PADI3	Gene Expression	PADI3	65	TRUE
ENSG00000159339	PADI4	Gene Expression	PADI4	452	TRUE
ENSG00000276747	PADI6	Gene Expression	PADI6	21	TRUE
ENSG00000227751	AC004824.1	Gene Expression	AC004824.1	5	TRUE
ENSG00000179051	RCC2	Gene Expression	RCC2	44195	TRUE
ENSG00000074964	ARHGEF10L	Gene Expression	ARHGEF10L	35828	TRUE
ENSG00000236648	AL136529.1	Gene Expression	AL136529.1	1	FALSE
ENSG00000117148	ACTL8	Gene Expression	ACTL8	475	TRUE
ENSG00000284653	AL357509.1	Gene Expression	AL357509.1	3	TRUE
ENSG00000261781	LINC01654	Gene Expression	LINC01654	0	FALSE
ENSG00000117154	IGSF21	Gene Expression	IGSF21	896	TRUE
ENSG00000230035	IGSF21-AS1	Gene Expression	IGSF21-AS1	0	FALSE
ENSG00000225387	AL591896.1	Gene Expression	AL591896.1	0	FALSE
ENSG00000179023	KLHDC7A	Gene Expression	KLHDC7A	920	TRUE
ENSG00000009709	PAX7	Gene Expression	PAX7	1	FALSE
ENSG00000179002	TAS1R2	Gene Expression	TAS1R2	0	FALSE
ENSG00000255275	AL080251.1	Gene Expression	AL080251.1	0	FALSE
ENSG00000159423	ALDH4A1	Gene Expression	ALDH4A1	3059	TRUE
ENSG00000169991	IFFO2	Gene Expression	IFFO2	4653	TRUE
ENSG00000127481	UBR4	Gene Expression	UBR4	44820	TRUE
ENSG00000230424	AL035413.1	Gene Expression	AL035413.1	1471	TRUE
ENSG00000127463	EMC1	Gene Expression	EMC1	22314	TRUE
ENSG00000053372	MRTO4	Gene Expression	MRTO4	29265	TRUE
ENSG00000162482	AKR7A3	Gene Expression	AKR7A3	32202	TRUE
ENSG00000053371	AKR7A2	Gene Expression	AKR7A2	46251	TRUE
ENSG00000040487	PQLC2	Gene Expression	PQLC2	10483	TRUE
ENSG00000077549	CAPZB	Gene Expression	CAPZB	102813	TRUE
ENSG00000235185	AL031727.2	Gene Expression	AL031727.2	3	TRUE
ENSG00000173436	MINOS1	Gene Expression	MINOS1	95988	TRUE
ENSG00000158747	NBL1	Gene Expression	NBL1	57032	TRUE
ENSG00000270136	MINOS1-NBL1	Gene Expression	MINOS1-NBL1	1	FALSE
ENSG00000158748	HTR6	Gene Expression	HTR6	5	TRUE
ENSG00000162542	TMCO4	Gene Expression	TMCO4	15925	TRUE
ENSG00000178828	RNF186	Gene Expression	RNF186	30158	TRUE
ENSG00000235434	AL391883.1	Gene Expression	AL391883.1	993	TRUE
ENSG00000169914	OTUD3	Gene Expression	OTUD3	17200	TRUE
ENSG00000188784	PLA2G2E	Gene Expression	PLA2G2E	23	TRUE
ENSG00000188257	PLA2G2A	Gene Expression	PLA2G2A	60990	TRUE
ENSG00000127472	PLA2G5	Gene Expression	PLA2G5	266	TRUE
ENSG00000117215	PLA2G2D	Gene Expression	PLA2G2D	1197	TRUE
ENSG00000158786	PLA2G2F	Gene Expression	PLA2G2F	375	TRUE
ENSG00000227066	Z98257.1	Gene Expression	Z98257.1	107	TRUE
ENSG00000187980	PLA2G2C	Gene Expression	PLA2G2C	40	TRUE
ENSG00000225986	UBXN10-AS1	Gene Expression	UBXN10-AS1	698	TRUE
ENSG00000162543	UBXN10	Gene Expression	UBXN10	4043	TRUE
ENSG00000228105	LINC01757	Gene Expression	LINC01757	0	FALSE
ENSG00000284710	Z98257.2	Gene Expression	Z98257.2	5	TRUE
ENSG00000158816	VWA5B1	Gene Expression	VWA5B1	48	TRUE
ENSG00000226664	AL020998.1	Gene Expression	AL020998.1	5	TRUE
ENSG00000236963	LINC01141	Gene Expression	LINC01141	1	FALSE
ENSG00000226487	AL139254.1	Gene Expression	AL139254.1	0	FALSE
ENSG00000284641	AL139254.2	Gene Expression	AL139254.2	3	TRUE
ENSG00000284743	AL139254.3	Gene Expression	AL139254.3	27	TRUE
ENSG00000162545	CAMK2N1	Gene Expression	CAMK2N1	77634	TRUE
ENSG00000090432	MUL1	Gene Expression	MUL1	12213	TRUE
ENSG00000183114	FAM43B	Gene Expression	FAM43B	204	TRUE
ENSG00000158825	CDA	Gene Expression	CDA	15934	TRUE
ENSG00000158828	PINK1	Gene Expression	PINK1	25119	TRUE
ENSG00000117242	PINK1-AS	Gene Expression	PINK1-AS	1504	TRUE
ENSG00000244038	DDOST	Gene Expression	DDOST	56854	TRUE
ENSG00000117245	KIF17	Gene Expression	KIF17	1162	TRUE
ENSG00000189410	SH2D5	Gene Expression	SH2D5	109	TRUE
ENSG00000233069	AL663074.1	Gene Expression	AL663074.1	1	FALSE
ENSG00000127483	HP1BP3	Gene Expression	HP1BP3	111153	TRUE
ENSG00000075151	EIF4G3	Gene Expression	EIF4G3	70176	TRUE
ENSG00000117298	ECE1	Gene Expression	ECE1	40369	TRUE
ENSG00000236936	AL031005.1	Gene Expression	AL031005.1	33	TRUE
ENSG00000231105	AL031728.1	Gene Expression	AL031728.1	131	TRUE
ENSG00000236009	AL592309.2	Gene Expression	AL592309.2	0	FALSE
ENSG00000142794	NBPF3	Gene Expression	NBPF3	1815	TRUE
ENSG00000162551	ALPL	Gene Expression	ALPL	1044	TRUE
ENSG00000233431	AL359815.1	Gene Expression	AL359815.1	3	TRUE
ENSG00000076864	RAP1GAP	Gene Expression	RAP1GAP	5123	TRUE
ENSG00000090686	USP48	Gene Expression	USP48	46522	TRUE
ENSG00000187942	LDLRAD2	Gene Expression	LDLRAD2	529	TRUE
ENSG00000142798	HSPG2	Gene Expression	HSPG2	43396	TRUE
ENSG00000219073	CELA3B	Gene Expression	CELA3B	391	TRUE
ENSG00000142789	CELA3A	Gene Expression	CELA3A	76	TRUE
ENSG00000228397	LINC01635	Gene Expression	LINC01635	209	TRUE
ENSG00000070831	CDC42	Gene Expression	CDC42	136869	TRUE
ENSG00000271840	AL031281.2	Gene Expression	AL031281.2	554	TRUE
ENSG00000162552	WNT4	Gene Expression	WNT4	1280	TRUE
ENSG00000184677	ZBTB40	Gene Expression	ZBTB40	14238	TRUE
ENSG00000070886	EPHA8	Gene Expression	EPHA8	13	TRUE
ENSG00000173372	C1QA	Gene Expression	C1QA	15742	TRUE
ENSG00000159189	C1QC	Gene Expression	C1QC	10994	TRUE
ENSG00000173369	C1QB	Gene Expression	C1QB	14734	TRUE
ENSG00000133216	EPHB2	Gene Expression	EPHB2	34919	TRUE
ENSG00000225952	AL512444.1	Gene Expression	AL512444.1	0	FALSE
ENSG00000215906	LACTBL1	Gene Expression	LACTBL1	0	FALSE
ENSG00000227868	TEX46	Gene Expression	TEX46	60	TRUE
ENSG00000004487	KDM1A	Gene Expression	KDM1A	38184	TRUE
ENSG00000240553	AL031428.1	Gene Expression	AL031428.1	6	TRUE
ENSG00000169641	LUZP1	Gene Expression	LUZP1	54148	TRUE
ENSG00000179546	HTR1D	Gene Expression	HTR1D	1170	TRUE
ENSG00000261326	LINC01355	Gene Expression	LINC01355	17893	TRUE
ENSG00000284726	AL109936.6	Gene Expression	AL109936.6	69	TRUE
ENSG00000125944	HNRNPR	Gene Expression	HNRNPR	95511	TRUE
ENSG00000125945	ZNF436	Gene Expression	ZNF436	6326	TRUE
ENSG00000249087	ZNF436-AS1	Gene Expression	ZNF436-AS1	4444	TRUE
ENSG00000271420	AL109936.2	Gene Expression	AL109936.2	2814	TRUE
ENSG00000204219	TCEA3	Gene Expression	TCEA3	46008	TRUE
ENSG00000088280	ASAP3	Gene Expression	ASAP3	8211	TRUE
ENSG00000007968	E2F2	Gene Expression	E2F2	7298	TRUE
ENSG00000235052	AL021154.1	Gene Expression	AL021154.1	490	TRUE
ENSG00000117318	ID3	Gene Expression	ID3	76811	TRUE
ENSG00000197880	MDS2	Gene Expression	MDS2	445	TRUE
ENSG00000142676	RPL11	Gene Expression	RPL11	233872	TRUE
ENSG00000011007	ELOA	Gene Expression	ELOA	31001	TRUE
ENSG00000236810	ELOA-AS1	Gene Expression	ELOA-AS1	5552	TRUE
ENSG00000057757	PITHD1	Gene Expression	PITHD1	38716	TRUE
ENSG00000011009	LYPLA2	Gene Expression	LYPLA2	47941	TRUE
ENSG00000117308	GALE	Gene Expression	GALE	51609	TRUE
ENSG00000117305	HMGCL	Gene Expression	HMGCL	28335	TRUE
ENSG00000179163	FUCA1	Gene Expression	FUCA1	44570	TRUE
ENSG00000188822	CNR2	Gene Expression	CNR2	2255	TRUE
ENSG00000232557	AL590609.3	Gene Expression	AL590609.3	0	FALSE
ENSG00000189266	PNRC2	Gene Expression	PNRC2	68890	TRUE
ENSG00000188529	SRSF10	Gene Expression	SRSF10	112939	TRUE
ENSG00000225315	AL591178.1	Gene Expression	AL591178.1	0	FALSE
ENSG00000142661	MYOM3	Gene Expression	MYOM3	2089	TRUE
ENSG00000230703	AL591178.2	Gene Expression	AL591178.2	2	FALSE
ENSG00000142677	IL22RA1	Gene Expression	IL22RA1	6269	TRUE
ENSG00000185436	IFNLR1	Gene Expression	IFNLR1	5745	TRUE
ENSG00000230023	AL590683.1	Gene Expression	AL590683.1	51	TRUE
ENSG00000232298	AL138902.1	Gene Expression	AL138902.1	3	TRUE
ENSG00000158055	GRHL3	Gene Expression	GRHL3	884	TRUE
ENSG00000001460	STPG1	Gene Expression	STPG1	10205	TRUE
ENSG00000001461	NIPAL3	Gene Expression	NIPAL3	30174	TRUE
ENSG00000117602	RCAN3	Gene Expression	RCAN3	24814	TRUE
ENSG00000264443	AL445686.2	Gene Expression	AL445686.2	996	TRUE
ENSG00000184454	NCMAP	Gene Expression	NCMAP	1301	TRUE
ENSG00000133226	SRRM1	Gene Expression	SRRM1	107973	TRUE
ENSG00000284699	AL445648.1	Gene Expression	AL445648.1	1	FALSE
ENSG00000169504	CLIC4	Gene Expression	CLIC4	24074	TRUE
ENSG00000020633	RUNX3	Gene Expression	RUNX3	20997	TRUE
ENSG00000229162	AL445471.1	Gene Expression	AL445471.1	6	TRUE
ENSG00000261025	AL445471.2	Gene Expression	AL445471.2	5	TRUE
ENSG00000233755	AL050344.1	Gene Expression	AL050344.1	9	TRUE
ENSG00000231953	AL031432.1	Gene Expression	AL031432.1	57	TRUE
ENSG00000117614	SYF2	Gene Expression	SYF2	81369	TRUE
ENSG00000284657	AL031432.5	Gene Expression	AL031432.5	142	TRUE
ENSG00000117616	RSRP1	Gene Expression	RSRP1	157967	TRUE
ENSG00000272432	AL031432.3	Gene Expression	AL031432.3	579	TRUE
ENSG00000187010	RHD	Gene Expression	RHD	371	TRUE
ENSG00000183726	TMEM50A	Gene Expression	TMEM50A	92865	TRUE
ENSG00000188672	RHCE	Gene Expression	RHCE	328	TRUE
ENSG00000204178	MACO1	Gene Expression	MACO1	29697	TRUE
ENSG00000157978	LDLRAP1	Gene Expression	LDLRAP1	24783	TRUE
ENSG00000225643	AL606491.1	Gene Expression	AL606491.1	293	TRUE
ENSG00000117643	MAN1C1	Gene Expression	MAN1C1	5085	TRUE
ENSG00000233478	AL031280.1	Gene Expression	AL031280.1	2301	TRUE
ENSG00000162430	SELENON	Gene Expression	SELENON	19570	TRUE
ENSG00000255054	AL020996.2	Gene Expression	AL020996.2	1	FALSE
ENSG00000228172	AL020996.1	Gene Expression	AL020996.1	1292	TRUE
ENSG00000117640	MTFR1L	Gene Expression	MTFR1L	23427	TRUE
ENSG00000272478	AL020996.3	Gene Expression	AL020996.3	0	FALSE
ENSG00000127423	AUNIP	Gene Expression	AUNIP	2215	TRUE
ENSG00000236528	AL033528.2	Gene Expression	AL033528.2	69	TRUE
ENSG00000182749	PAQR7	Gene Expression	PAQR7	1353	TRUE
ENSG00000117632	STMN1	Gene Expression	STMN1	57412	TRUE
ENSG00000158006	PAFAH2	Gene Expression	PAFAH2	18454	TRUE
ENSG00000158008	EXTL1	Gene Expression	EXTL1	59	TRUE
ENSG00000158014	SLC30A2	Gene Expression	SLC30A2	170	TRUE
ENSG00000158022	TRIM63	Gene Expression	TRIM63	13	TRUE
ENSG00000175087	PDIK1L	Gene Expression	PDIK1L	14287	TRUE
ENSG00000197245	FAM110D	Gene Expression	FAM110D	6454	TRUE
ENSG00000282872	C1orf232	Gene Expression	C1orf232	5	TRUE
ENSG00000236782	AL391650.1	Gene Expression	AL391650.1	60	TRUE
ENSG00000142684	ZNF593	Gene Expression	ZNF593	38380	TRUE
ENSG00000142675	CNKSR1	Gene Expression	CNKSR1	26698	TRUE
ENSG00000188782	CATSPER4	Gene Expression	CATSPER4	77	TRUE
ENSG00000130695	CEP85	Gene Expression	CEP85	7463	TRUE
ENSG00000142669	SH3BGRL3	Gene Expression	SH3BGRL3	165742	TRUE
ENSG00000158062	UBXN11	Gene Expression	UBXN11	12245	TRUE
ENSG00000169442	CD52	Gene Expression	CD52	57351	TRUE
ENSG00000176092	CRYBG2	Gene Expression	CRYBG2	4525	TRUE
ENSG00000176083	ZNF683	Gene Expression	ZNF683	2872	TRUE
ENSG00000131914	LIN28A	Gene Expression	LIN28A	8	TRUE
ENSG00000117682	DHDDS	Gene Expression	DHDDS	30972	TRUE
ENSG00000225891	AL513365.2	Gene Expression	AL513365.2	13	TRUE
ENSG00000198830	HMGN2	Gene Expression	HMGN2	121892	TRUE
ENSG00000117676	RPS6KA1	Gene Expression	RPS6KA1	43310	TRUE
ENSG00000260063	AL512408.1	Gene Expression	AL512408.1	268	TRUE
ENSG00000117713	ARID1A	Gene Expression	ARID1A	71013	TRUE
ENSG00000060642	PIGV	Gene Expression	PIGV	10824	TRUE
ENSG00000204160	ZDHHC18	Gene Expression	ZDHHC18	18062	TRUE
ENSG00000175793	SFN	Gene Expression	SFN	47846	TRUE
ENSG00000226698	AL034380.1	Gene Expression	AL034380.1	6	TRUE
ENSG00000142751	GPN2	Gene Expression	GPN2	16738	TRUE
ENSG00000198746	GPATCH3	Gene Expression	GPATCH3	6344	TRUE
ENSG00000090273	NUDC	Gene Expression	NUDC	62717	TRUE
ENSG00000131910	NR0B2	Gene Expression	NR0B2	1545	TRUE
ENSG00000175707	KDF1	Gene Expression	KDF1	12424	TRUE
ENSG00000253368	TRNP1	Gene Expression	TRNP1	2745	TRUE
ENSG00000158246	TENT5B	Gene Expression	TENT5B	942	TRUE
ENSG00000090020	SLC9A1	Gene Expression	SLC9A1	22551	TRUE
ENSG00000224311	AL590640.1	Gene Expression	AL590640.1	0	FALSE
ENSG00000142784	WDTC1	Gene Expression	WDTC1	17253	TRUE
ENSG00000186501	TMEM222	Gene Expression	TMEM222	17481	TRUE
ENSG00000142765	SYTL1	Gene Expression	SYTL1	16734	TRUE
ENSG00000142733	MAP3K6	Gene Expression	MAP3K6	10914	TRUE
ENSG00000142748	FCN3	Gene Expression	FCN3	1030	TRUE
ENSG00000174950	CD164L2	Gene Expression	CD164L2	571	TRUE
ENSG00000181773	GPR3	Gene Expression	GPR3	504	TRUE
ENSG00000158195	WASF2	Gene Expression	WASF2	90020	TRUE
ENSG00000241169	FO393419.2	Gene Expression	FO393419.2	2	FALSE
ENSG00000237429	BX293535.1	Gene Expression	BX293535.1	133	TRUE
ENSG00000126705	AHDC1	Gene Expression	AHDC1	14063	TRUE
ENSG00000000938	FGR	Gene Expression	FGR	6435	TRUE
ENSG00000233975	LINC02574	Gene Expression	LINC02574	117	TRUE
ENSG00000126709	IFI6	Gene Expression	IFI6	39590	TRUE
ENSG00000225886	AL445490.1	Gene Expression	AL445490.1	18	TRUE
ENSG00000009780	FAM76A	Gene Expression	FAM76A	23708	TRUE
ENSG00000117758	STX12	Gene Expression	STX12	49610	TRUE
ENSG00000117751	PPP1R8	Gene Expression	PPP1R8	24256	TRUE
ENSG00000130775	THEMIS2	Gene Expression	THEMIS2	8268	TRUE
ENSG00000117748	RPA2	Gene Expression	RPA2	29062	TRUE
ENSG00000130768	SMPDL3B	Gene Expression	SMPDL3B	17197	TRUE
ENSG00000227050	AL512288.1	Gene Expression	AL512288.1	34	TRUE
ENSG00000158156	XKR8	Gene Expression	XKR8	6582	TRUE
ENSG00000158161	EYA3	Gene Expression	EYA3	24112	TRUE
ENSG00000169403	PTAFR	Gene Expression	PTAFR	7508	TRUE
ENSG00000126698	DNAJC8	Gene Expression	DNAJC8	62464	TRUE
ENSG00000130770	ATP5IF1	Gene Expression	ATP5IF1	124856	TRUE
ENSG00000270605	AL353622.1	Gene Expression	AL353622.1	13640	TRUE
ENSG00000271398	AL353622.2	Gene Expression	AL353622.2	23	TRUE
ENSG00000130766	SESN2	Gene Expression	SESN2	13460	TRUE
ENSG00000130772	MED18	Gene Expression	MED18	5935	TRUE
ENSG00000204138	PHACTR4	Gene Expression	PHACTR4	51339	TRUE
ENSG00000180198	RCC1	Gene Expression	RCC1	20469	TRUE
ENSG00000180098	TRNAU1AP	Gene Expression	TRNAU1AP	32674	TRUE
ENSG00000197989	SNHG12	Gene Expression	SNHG12	35963	TRUE
ENSG00000120656	TAF12	Gene Expression	TAF12	32456	TRUE
ENSG00000188060	RAB42	Gene Expression	RAB42	1082	TRUE
ENSG00000229388	LINC01715	Gene Expression	LINC01715	348	TRUE
ENSG00000270103	AL360012.1	Gene Expression	AL360012.1	2821	TRUE
ENSG00000162419	GMEB1	Gene Expression	GMEB1	20539	TRUE
ENSG00000198492	YTHDF2	Gene Expression	YTHDF2	62997	TRUE
ENSG00000116329	OPRD1	Gene Expression	OPRD1	404	TRUE
ENSG00000233427	AL009181.1	Gene Expression	AL009181.1	21	TRUE
ENSG00000159023	EPB41	Gene Expression	EPB41	56678	TRUE
ENSG00000253304	TMEM200B	Gene Expression	TMEM200B	611	TRUE
ENSG00000225750	AL357500.1	Gene Expression	AL357500.1	0	FALSE
ENSG00000116350	SRSF4	Gene Expression	SRSF4	104106	TRUE
ENSG00000116353	MECR	Gene Expression	MECR	15079	TRUE
ENSG00000237934	AL590729.1	Gene Expression	AL590729.1	2	FALSE
ENSG00000060656	PTPRU	Gene Expression	PTPRU	2048	TRUE
ENSG00000230523	LINC01756	Gene Expression	LINC01756	0	FALSE
ENSG00000228176	AC092265.1	Gene Expression	AC092265.1	2	FALSE
ENSG00000284676	AL645944.2	Gene Expression	AL645944.2	2	FALSE
ENSG00000233399	LINC01648	Gene Expression	LINC01648	459	TRUE
ENSG00000233372	AL137076.1	Gene Expression	AL137076.1	0	FALSE
ENSG00000236335	AL161638.2	Gene Expression	AL161638.2	0	FALSE
ENSG00000231949	AL161638.1	Gene Expression	AL161638.1	0	FALSE
ENSG00000162510	MATN1	Gene Expression	MATN1	121	TRUE
ENSG00000186056	MATN1-AS1	Gene Expression	MATN1-AS1	2525	TRUE
ENSG00000162511	LAPTM5	Gene Expression	LAPTM5	48055	TRUE
ENSG00000229607	AL137027.1	Gene Expression	AL137027.1	1	FALSE
ENSG00000223382	LINC01778	Gene Expression	LINC01778	60	TRUE
ENSG00000235143	AL445235.1	Gene Expression	AL445235.1	0	FALSE
ENSG00000162512	SDC3	Gene Expression	SDC3	12609	TRUE
ENSG00000134644	PUM1	Gene Expression	PUM1	81276	TRUE
ENSG00000084628	NKAIN1	Gene Expression	NKAIN1	65	TRUE
ENSG00000060688	SNRNP40	Gene Expression	SNRNP40	33039	TRUE
ENSG00000121766	ZCCHC17	Gene Expression	ZCCHC17	29381	TRUE
ENSG00000229044	AL451070.1	Gene Expression	AL451070.1	5	TRUE
ENSG00000121769	FABP3	Gene Expression	FABP3	2373	TRUE
ENSG00000168528	SERINC2	Gene Expression	SERINC2	54688	TRUE
ENSG00000229167	AC114488.1	Gene Expression	AC114488.1	158	TRUE
ENSG00000142910	TINAGL1	Gene Expression	TINAGL1	60039	TRUE
ENSG00000121764	HCRTR1	Gene Expression	HCRTR1	26	TRUE
ENSG00000162517	PEF1	Gene Expression	PEF1	36216	TRUE
ENSG00000235790	AC114488.2	Gene Expression	AC114488.2	14	TRUE
ENSG00000264078	AC114488.3	Gene Expression	AC114488.3	117	TRUE
ENSG00000084636	COL16A1	Gene Expression	COL16A1	9851	TRUE
ENSG00000121753	ADGRB2	Gene Expression	ADGRB2	945	TRUE
ENSG00000254545	AL354919.2	Gene Expression	AL354919.2	0	FALSE
ENSG00000134668	SPOCD1	Gene Expression	SPOCD1	494	TRUE
ENSG00000203620	AL354919.1	Gene Expression	AL354919.1	520	TRUE
ENSG00000269967	AL136115.2	Gene Expression	AL136115.2	2309	TRUE
ENSG00000184007	PTP4A2	Gene Expression	PTP4A2	113496	TRUE
ENSG00000228634	AL136115.1	Gene Expression	AL136115.1	51	TRUE
ENSG00000284702	AL136115.3	Gene Expression	AL136115.3	2	FALSE
ENSG00000121774	KHDRBS1	Gene Expression	KHDRBS1	95257	TRUE
ENSG00000203325	AL445248.1	Gene Expression	AL445248.1	282	TRUE
ENSG00000121775	TMEM39B	Gene Expression	TMEM39B	12645	TRUE
ENSG00000025800	KPNA6	Gene Expression	KPNA6	41547	TRUE
ENSG00000084652	TXLNA	Gene Expression	TXLNA	29750	TRUE
ENSG00000160050	CCDC28B	Gene Expression	CCDC28B	7613	TRUE
ENSG00000224066	AL049795.1	Gene Expression	AL049795.1	1142	TRUE
ENSG00000160051	IQCC	Gene Expression	IQCC	2418	TRUE
ENSG00000222046	DCDC2B	Gene Expression	DCDC2B	58	TRUE
ENSG00000160055	TMEM234	Gene Expression	TMEM234	11571	TRUE
ENSG00000084623	EIF3I	Gene Expression	EIF3I	81329	TRUE
ENSG00000183615	FAM167B	Gene Expression	FAM167B	8054	TRUE
ENSG00000182866	LCK	Gene Expression	LCK	25466	TRUE
ENSG00000116478	HDAC1	Gene Expression	HDAC1	91058	TRUE
ENSG00000175130	MARCKSL1	Gene Expression	MARCKSL1	109593	TRUE
ENSG00000233775	AL109945.1	Gene Expression	AL109945.1	2	FALSE
ENSG00000162526	TSSK3	Gene Expression	TSSK3	793	TRUE
ENSG00000225828	FAM229A	Gene Expression	FAM229A	7646	TRUE
ENSG00000160058	BSDC1	Gene Expression	BSDC1	61348	TRUE
ENSG00000254553	AL033529.1	Gene Expression	AL033529.1	0	FALSE
ENSG00000273274	ZBTB8B	Gene Expression	ZBTB8B	93	TRUE
ENSG00000160062	ZBTB8A	Gene Expression	ZBTB8A	17142	TRUE
ENSG00000176261	ZBTB8OS	Gene Expression	ZBTB8OS	48297	TRUE
ENSG00000162521	RBBP4	Gene Expression	RBBP4	74525	TRUE
ENSG00000162520	SYNC	Gene Expression	SYNC	13225	TRUE
ENSG00000224409	AC114489.1	Gene Expression	AC114489.1	25	TRUE
ENSG00000162522	KIAA1522	Gene Expression	KIAA1522	47256	TRUE
ENSG00000134684	YARS	Gene Expression	YARS	25723	TRUE
ENSG00000116497	S100PBP	Gene Expression	S100PBP	30469	TRUE
ENSG00000160097	FNDC5	Gene Expression	FNDC5	940	TRUE
ENSG00000121905	HPCA	Gene Expression	HPCA	945	TRUE
ENSG00000121900	TMEM54	Gene Expression	TMEM54	73701	TRUE
ENSG00000116514	RNF19B	Gene Expression	RNF19B	20333	TRUE
ENSG00000236065	AL020995.1	Gene Expression	AL020995.1	47	TRUE
ENSG00000004455	AK2	Gene Expression	AK2	60029	TRUE
ENSG00000142920	AZIN2	Gene Expression	AZIN2	7805	TRUE
ENSG00000116525	TRIM62	Gene Expression	TRIM62	2673	TRUE
ENSG00000284721	AL662907.3	Gene Expression	AL662907.3	259	TRUE
ENSG00000160094	ZNF362	Gene Expression	ZNF362	6843	TRUE
ENSG00000270115	AL513327.3	Gene Expression	AL513327.3	121	TRUE
ENSG00000184389	A3GALT2	Gene Expression	A3GALT2	2	FALSE
ENSG00000225313	AL513327.1	Gene Expression	AL513327.1	74	TRUE
ENSG00000134686	PHC2	Gene Expression	PHC2	31694	TRUE
ENSG00000233246	AL513327.2	Gene Expression	AL513327.2	43	TRUE
ENSG00000121903	ZSCAN20	Gene Expression	ZSCAN20	1503	TRUE
ENSG00000121904	CSMD2	Gene Expression	CSMD2	302	TRUE
ENSG00000176256	HMGB4	Gene Expression	HMGB4	1	FALSE
ENSG00000231163	CSMD2-AS1	Gene Expression	CSMD2-AS1	0	FALSE
ENSG00000142698	C1orf94	Gene Expression	C1orf94	5	TRUE
ENSG00000163866	SMIM12	Gene Expression	SMIM12	28775	TRUE
ENSG00000189280	GJB5	Gene Expression	GJB5	1114	TRUE
ENSG00000189433	GJB4	Gene Expression	GJB4	301	TRUE
ENSG00000255811	AL121988.1	Gene Expression	AL121988.1	0	FALSE
ENSG00000188910	GJB3	Gene Expression	GJB3	6921	TRUE
ENSG00000187513	GJA4	Gene Expression	GJA4	2868	TRUE
ENSG00000230163	AL122010.1	Gene Expression	AL122010.1	9	TRUE
ENSG00000116544	DLGAP3	Gene Expression	DLGAP3	1788	TRUE
ENSG00000284773	AC114490.3	Gene Expression	AC114490.3	5321	TRUE
ENSG00000271741	AC114490.2	Gene Expression	AC114490.2	1838	TRUE
ENSG00000243749	TMEM35B	Gene Expression	TMEM35B	74	TRUE
ENSG00000163867	ZMYM6	Gene Expression	ZMYM6	23496	TRUE
ENSG00000197056	ZMYM1	Gene Expression	ZMYM1	15423	TRUE
ENSG00000284640	AL590434.1	Gene Expression	AL590434.1	132	TRUE
ENSG00000116560	SFPQ	Gene Expression	SFPQ	128587	TRUE
ENSG00000146463	ZMYM4	Gene Expression	ZMYM4	29081	TRUE
ENSG00000227409	ZMYM4-AS1	Gene Expression	ZMYM4-AS1	20	TRUE
ENSG00000142687	KIAA0319L	Gene Expression	KIAA0319L	43647	TRUE
ENSG00000020129	NCDN	Gene Expression	NCDN	5129	TRUE
ENSG00000239636	AC004865.2	Gene Expression	AC004865.2	937	TRUE
ENSG00000116819	TFAP2E	Gene Expression	TFAP2E	1133	TRUE
ENSG00000126067	PSMB2	Gene Expression	PSMB2	78973	TRUE
ENSG00000142686	C1orf216	Gene Expression	C1orf216	3454	TRUE
ENSG00000092853	CLSPN	Gene Expression	CLSPN	10242	TRUE
ENSG00000232335	AL354864.1	Gene Expression	AL354864.1	3	TRUE
ENSG00000134698	AGO4	Gene Expression	AGO4	17391	TRUE
ENSG00000092847	AGO1	Gene Expression	AGO1	26129	TRUE
ENSG00000271914	AL139286.2	Gene Expression	AL139286.2	202	TRUE
ENSG00000126070	AGO3	Gene Expression	AGO3	44642	TRUE
ENSG00000271554	AL138787.2	Gene Expression	AL138787.2	3	TRUE
ENSG00000092850	TEKT2	Gene Expression	TEKT2	204	TRUE
ENSG00000116863	ADPRHL2	Gene Expression	ADPRHL2	22010	TRUE
ENSG00000171812	COL8A2	Gene Expression	COL8A2	1405	TRUE
ENSG00000054116	TRAPPC3	Gene Expression	TRAPPC3	41823	TRUE
ENSG00000116871	MAP7D1	Gene Expression	MAP7D1	23310	TRUE
ENSG00000054118	THRAP3	Gene Expression	THRAP3	70608	TRUE
ENSG00000214193	SH3D21	Gene Expression	SH3D21	4624	TRUE
ENSG00000142694	EVA1B	Gene Expression	EVA1B	12707	TRUE
ENSG00000116883	AL591845.1	Gene Expression	AL591845.1	4796	TRUE
ENSG00000196182	STK40	Gene Expression	STK40	17945	TRUE
ENSG00000181817	LSM10	Gene Expression	LSM10	32211	TRUE
ENSG00000116885	OSCP1	Gene Expression	OSCP1	3315	TRUE
ENSG00000116898	MRPS15	Gene Expression	MRPS15	52767	TRUE
