gene_id	gene_symbol	feature_type	seurat_feature_name	detected_cells_merged_raw	formal_merged_gene_filter_pass
ENSG00000124145	SDC4	Gene Expression	SDC4	42134	TRUE
ENSG00000204070	SYS1	Gene Expression	SYS1	24337	TRUE
ENSG00000254806	SYS1-DBNDD2	Gene Expression	SYS1-DBNDD2	6	TRUE
ENSG00000124251	TP53TG5	Gene Expression	TP53TG5	201	TRUE
ENSG00000244274	DBNDD2	Gene Expression	DBNDD2	278	TRUE
ENSG00000124155	PIGT	Gene Expression	PIGT	52589	TRUE
ENSG00000277022	AL031663.3	Gene Expression	AL031663.3	769	TRUE
ENSG00000101443	WFDC2	Gene Expression	WFDC2	19738	TRUE
ENSG00000237464	AL031663.2	Gene Expression	AL031663.2	5	TRUE
ENSG00000101446	SPINT3	Gene Expression	SPINT3	0	FALSE
ENSG00000243543	WFDC6	Gene Expression	WFDC6	2	FALSE
ENSG00000249139	EPPIN-WFDC6	Gene Expression	EPPIN-WFDC6	0	FALSE
ENSG00000101448	EPPIN	Gene Expression	EPPIN	3	TRUE
ENSG00000158901	WFDC8	Gene Expression	WFDC8	4	TRUE
ENSG00000180205	WFDC9	Gene Expression	WFDC9	2	FALSE
ENSG00000180305	WFDC10A	Gene Expression	WFDC10A	13	TRUE
ENSG00000180083	WFDC11	Gene Expression	WFDC11	4	TRUE
ENSG00000182931	WFDC10B	Gene Expression	WFDC10B	129	TRUE
ENSG00000168634	WFDC13	Gene Expression	WFDC13	6	TRUE
ENSG00000149651	SPINT4	Gene Expression	SPINT4	0	FALSE
ENSG00000124116	WFDC3	Gene Expression	WFDC3	1548	TRUE
ENSG00000101457	DNTTIP1	Gene Expression	DNTTIP1	22801	TRUE
ENSG00000175063	UBE2C	Gene Expression	UBE2C	19985	TRUE
ENSG00000101470	TNNC2	Gene Expression	TNNC2	4838	TRUE
ENSG00000124104	SNX21	Gene Expression	SNX21	7493	TRUE
ENSG00000101473	ACOT8	Gene Expression	ACOT8	21109	TRUE
ENSG00000132801	ZSWIM3	Gene Expression	ZSWIM3	2766	TRUE
ENSG00000168612	ZSWIM1	Gene Expression	ZSWIM1	3845	TRUE
ENSG00000149634	SPATA25	Gene Expression	SPATA25	91	TRUE
ENSG00000124257	NEURL2	Gene Expression	NEURL2	1483	TRUE
ENSG00000064601	CTSA	Gene Expression	CTSA	70863	TRUE
ENSG00000271984	AL008726.1	Gene Expression	AL008726.1	17	TRUE
ENSG00000100979	PLTP	Gene Expression	PLTP	9252	TRUE
ENSG00000100982	PCIF1	Gene Expression	PCIF1	13360	TRUE
ENSG00000198026	ZNF335	Gene Expression	ZNF335	19487	TRUE
ENSG00000100985	MMP9	Gene Expression	MMP9	4922	TRUE
ENSG00000204044	SLC12A5-AS1	Gene Expression	SLC12A5-AS1	45	TRUE
ENSG00000124140	SLC12A5	Gene Expression	SLC12A5	1269	TRUE
ENSG00000124160	NCOA5	Gene Expression	NCOA5	17779	TRUE
ENSG00000101017	CD40	Gene Expression	CD40	22599	TRUE
ENSG00000229957	AL031687.1	Gene Expression	AL031687.1	0	FALSE
ENSG00000149654	CDH22	Gene Expression	CDH22	46	TRUE
ENSG00000080189	SLC35C2	Gene Expression	SLC35C2	30764	TRUE
ENSG00000273828	AL133227.1	Gene Expression	AL133227.1	16	TRUE
ENSG00000062598	ELMO2	Gene Expression	ELMO2	7466	TRUE
ENSG00000198185	ZNF334	Gene Expression	ZNF334	2334	TRUE
ENSG00000149635	OCSTAMP	Gene Expression	OCSTAMP	57	TRUE
ENSG00000158296	SLC13A3	Gene Expression	SLC13A3	379	TRUE
ENSG00000172315	TP53RK	Gene Expression	TP53RK	16581	TRUE
ENSG00000271784	AL031055.1	Gene Expression	AL031055.1	273	TRUE
ENSG00000197496	SLC2A10	Gene Expression	SLC2A10	7968	TRUE
ENSG00000064655	EYA2	Gene Expression	EYA2	5016	TRUE
ENSG00000236028	AL354766.2	Gene Expression	AL354766.2	1	FALSE
ENSG00000101040	ZMYND8	Gene Expression	ZMYND8	67771	TRUE
ENSG00000267882	AL031666.2	Gene Expression	AL031666.2	350	TRUE
ENSG00000231119	AL031666.1	Gene Expression	AL031666.1	354	TRUE
ENSG00000224565	LINC01754	Gene Expression	LINC01754	194	TRUE
ENSG00000124151	NCOA3	Gene Expression	NCOA3	43673	TRUE
ENSG00000196562	SULF2	Gene Expression	SULF2	37350	TRUE
ENSG00000255438	AL354813.1	Gene Expression	AL354813.1	49	TRUE
ENSG00000234967	AL357558.2	Gene Expression	AL357558.2	0	FALSE
ENSG00000228503	AL357558.1	Gene Expression	AL357558.1	0	FALSE
ENSG00000237423	LINC01522	Gene Expression	LINC01522	0	FALSE
ENSG00000229522	LINC01523	Gene Expression	LINC01523	2	FALSE
ENSG00000276923	AL139351.1	Gene Expression	AL139351.1	12	TRUE
ENSG00000235621	LINC00494	Gene Expression	LINC00494	488	TRUE
ENSG00000236874	AL137078.1	Gene Expression	AL137078.1	0	FALSE
ENSG00000274261	AL137078.2	Gene Expression	AL137078.2	0	FALSE
ENSG00000281365	AL049541.1	Gene Expression	AL049541.1	0	FALSE
ENSG00000281460	AL049541.2	Gene Expression	AL049541.2	0	FALSE
ENSG00000124126	PREX1	Gene Expression	PREX1	17038	TRUE
ENSG00000278231	AL133342.1	Gene Expression	AL133342.1	1806	TRUE
ENSG00000124198	ARFGEF2	Gene Expression	ARFGEF2	37315	TRUE
ENSG00000227431	CSE1L-AS1	Gene Expression	CSE1L-AS1	28	TRUE
ENSG00000124207	CSE1L	Gene Expression	CSE1L	32317	TRUE
ENSG00000124214	STAU1	Gene Expression	STAU1	56591	TRUE
ENSG00000124228	DDX27	Gene Expression	DDX27	41468	TRUE
ENSG00000124201	ZNFX1	Gene Expression	ZNFX1	27429	TRUE
ENSG00000177410	ZFAS1	Gene Expression	ZFAS1	97773	TRUE
ENSG00000158445	KCNB1	Gene Expression	KCNB1	1103	TRUE
ENSG00000124212	PTGIS	Gene Expression	PTGIS	2201	TRUE
ENSG00000158470	B4GALT5	Gene Expression	B4GALT5	34842	TRUE
ENSG00000197818	SLC9A8	Gene Expression	SLC9A8	11341	TRUE
ENSG00000158480	SPATA2	Gene Expression	SPATA2	14253	TRUE
ENSG00000124226	RNF114	Gene Expression	RNF114	58952	TRUE
ENSG00000124216	SNAI1	Gene Expression	SNAI1	4826	TRUE
ENSG00000231265	TRERNA1	Gene Expression	TRERNA1	73	TRUE
ENSG00000244687	UBE2V1	Gene Expression	UBE2V1	8979	TRUE
ENSG00000124208	TMEM189-UBE2V1	Gene Expression	TMEM189-UBE2V1	12	TRUE
ENSG00000240849	TMEM189	Gene Expression	TMEM189	22776	TRUE
ENSG00000237595	AL161937.2	Gene Expression	AL161937.2	39	TRUE
ENSG00000234698	AL161937.1	Gene Expression	AL161937.1	1	FALSE
ENSG00000231742	LINC01273	Gene Expression	LINC01273	138	TRUE
ENSG00000277449	CEBPB-AS1	Gene Expression	CEBPB-AS1	813	TRUE
ENSG00000172216	CEBPB	Gene Expression	CEBPB	67231	TRUE
ENSG00000224397	SMIM25	Gene Expression	SMIM25	3556	TRUE
ENSG00000203999	LINC01270	Gene Expression	LINC01270	97	TRUE
ENSG00000233077	LINC01271	Gene Expression	LINC01271	18	TRUE
ENSG00000196396	PTPN1	Gene Expression	PTPN1	36151	TRUE
ENSG00000232043	AL133230.1	Gene Expression	AL133230.1	85	TRUE
ENSG00000042062	RIPOR3	Gene Expression	RIPOR3	1161	TRUE
ENSG00000234693	AL353653.1	Gene Expression	AL353653.1	24	TRUE
ENSG00000124171	PARD6B	Gene Expression	PARD6B	20573	TRUE
ENSG00000124243	BCAS4	Gene Expression	BCAS4	12088	TRUE
ENSG00000101126	ADNP	Gene Expression	ADNP	45173	TRUE
ENSG00000259456	ADNP-AS1	Gene Expression	ADNP-AS1	2097	TRUE
ENSG00000000419	DPM1	Gene Expression	DPM1	43806	TRUE
ENSG00000124217	MOCS3	Gene Expression	MOCS3	6678	TRUE
ENSG00000232358	AL050404.1	Gene Expression	AL050404.1	0	FALSE
ENSG00000026559	KCNG1	Gene Expression	KCNG1	1691	TRUE
ENSG00000101096	NFATC2	Gene Expression	NFATC2	13775	TRUE
ENSG00000054793	ATP9A	Gene Expression	ATP9A	26983	TRUE
ENSG00000101115	SALL4	Gene Expression	SALL4	920	TRUE
ENSG00000227964	LINC01429	Gene Expression	LINC01429	23	TRUE
ENSG00000020256	ZFP64	Gene Expression	ZFP64	10018	TRUE
ENSG00000234948	LINC01524	Gene Expression	LINC01524	19	TRUE
ENSG00000225785	AL109610.1	Gene Expression	AL109610.1	0	FALSE
ENSG00000232465	AL049765.1	Gene Expression	AL049765.1	0	FALSE
ENSG00000232294	AL031674.1	Gene Expression	AL031674.1	1	FALSE
ENSG00000232286	AL121902.1	Gene Expression	AL121902.1	0	FALSE
ENSG00000182463	TSHZ2	Gene Expression	TSHZ2	16229	TRUE
ENSG00000223492	AL391097.1	Gene Expression	AL391097.1	139	TRUE
ENSG00000227705	AL391097.2	Gene Expression	AL391097.2	1	FALSE
ENSG00000271774	AL109930.1	Gene Expression	AL109930.1	21	TRUE
ENSG00000231703	AL354993.1	Gene Expression	AL354993.1	275	TRUE
ENSG00000259723	AL354993.2	Gene Expression	AL354993.2	29	TRUE
ENSG00000197670	AL157838.1	Gene Expression	AL157838.1	354	TRUE
ENSG00000171940	ZNF217	Gene Expression	ZNF217	41775	TRUE
ENSG00000235415	AC005808.1	Gene Expression	AC005808.1	3	TRUE
ENSG00000225563	AC006076.1	Gene Expression	AC006076.1	1	FALSE
ENSG00000064787	BCAS1	Gene Expression	BCAS1	32601	TRUE
ENSG00000236352	AC005220.1	Gene Expression	AC005220.1	34	TRUE
ENSG00000019186	CYP24A1	Gene Expression	CYP24A1	105	TRUE
ENSG00000101132	PFDN4	Gene Expression	PFDN4	47884	TRUE
ENSG00000101134	DOK5	Gene Expression	DOK5	2208	TRUE
ENSG00000235166	LINC01440	Gene Expression	LINC01440	16	TRUE
ENSG00000224008	LINC01441	Gene Expression	LINC01441	12	TRUE
ENSG00000275923	AL160413.1	Gene Expression	AL160413.1	10	TRUE
ENSG00000054803	CBLN4	Gene Expression	CBLN4	149	TRUE
ENSG00000124089	MC3R	Gene Expression	MC3R	2	FALSE
ENSG00000230843	AL139824.1	Gene Expression	AL139824.1	0	FALSE
ENSG00000124098	FAM210B	Gene Expression	FAM210B	32206	TRUE
ENSG00000087586	AURKA	Gene Expression	AURKA	13902	TRUE
ENSG00000101138	CSTF1	Gene Expression	CSTF1	17494	TRUE
ENSG00000087589	CASS4	Gene Expression	CASS4	1578	TRUE
ENSG00000022277	RTF2	Gene Expression	RTF2	45801	TRUE
ENSG00000124091	GCNT7	Gene Expression	GCNT7	12	TRUE
ENSG00000124103	FAM209A	Gene Expression	FAM209A	345	TRUE
ENSG00000213714	FAM209B	Gene Expression	FAM209B	452	TRUE
ENSG00000225657	LINC01716	Gene Expression	LINC01716	1	FALSE
ENSG00000087510	TFAP2C	Gene Expression	TFAP2C	1343	TRUE
ENSG00000231604	AL133232.1	Gene Expression	AL133232.1	0	FALSE
ENSG00000231078	AL157414.2	Gene Expression	AL157414.2	0	FALSE
ENSG00000203266	AL157414.1	Gene Expression	AL157414.1	0	FALSE
ENSG00000101144	BMP7	Gene Expression	BMP7	2989	TRUE
ENSG00000235032	BMP7-AS1	Gene Expression	BMP7-AS1	1	FALSE
ENSG00000226308	AL122058.1	Gene Expression	AL122058.1	43	TRUE
ENSG00000054796	SPO11	Gene Expression	SPO11	0	FALSE
ENSG00000101146	RAE1	Gene Expression	RAE1	23863	TRUE
ENSG00000256222	MTRNR2L3	Gene Expression	MTRNR2L3	84	TRUE
ENSG00000218018	AL109955.1	Gene Expression	AL109955.1	607	TRUE
ENSG00000132819	RBM38	Gene Expression	RBM38	25037	TRUE
ENSG00000124092	CTCFL	Gene Expression	CTCFL	194	TRUE
ENSG00000124253	PCK1	Gene Expression	PCK1	66975	TRUE
ENSG00000227297	AL035541.1	Gene Expression	AL035541.1	113	TRUE
ENSG00000124256	ZBP1	Gene Expression	ZBP1	9453	TRUE
ENSG00000124225	PMEPA1	Gene Expression	PMEPA1	40779	TRUE
ENSG00000278709	NKILA	Gene Expression	NKILA	2062	TRUE
ENSG00000203971	AL354984.1	Gene Expression	AL354984.1	2	FALSE
ENSG00000275852	LINC01742	Gene Expression	LINC01742	8	TRUE
ENSG00000225708	AL354984.2	Gene Expression	AL354984.2	1	FALSE
ENSG00000124237	C20orf85	Gene Expression	C20orf85	3	TRUE
ENSG00000124227	ANKRD60	Gene Expression	ANKRD60	0	FALSE
ENSG00000124209	RAB22A	Gene Expression	RAB22A	37411	TRUE
ENSG00000124164	VAPB	Gene Expression	VAPB	30724	TRUE
ENSG00000198768	APCDD1L	Gene Expression	APCDD1L	98	TRUE
ENSG00000254620	AL050327.1	Gene Expression	AL050327.1	12	TRUE
ENSG00000268941	LINC01711	Gene Expression	LINC01711	43	TRUE
ENSG00000124222	STX16	Gene Expression	STX16	64841	TRUE
ENSG00000254995	STX16-NPEPL1	Gene Expression	STX16-NPEPL1	332	TRUE
ENSG00000215440	NPEPL1	Gene Expression	NPEPL1	24887	TRUE
ENSG00000270279	AL132655.3	Gene Expression	AL132655.3	1	FALSE
ENSG00000268649	AL132655.2	Gene Expression	AL132655.2	362	TRUE
ENSG00000235590	GNAS-AS1	Gene Expression	GNAS-AS1	722	TRUE
ENSG00000268333	AL132655.1	Gene Expression	AL132655.1	33	TRUE
ENSG00000087460	GNAS	Gene Expression	GNAS	170205	TRUE
ENSG00000225806	AL121917.1	Gene Expression	AL121917.1	564	TRUE
ENSG00000270951	AL121917.2	Gene Expression	AL121917.2	189	TRUE
ENSG00000101158	NELFCD	Gene Expression	NELFCD	49485	TRUE
ENSG00000101160	CTSZ	Gene Expression	CTSZ	50884	TRUE
ENSG00000101162	TUBB1	Gene Expression	TUBB1	151	TRUE
ENSG00000124172	ATP5F1E	Gene Expression	ATP5F1E	163960	TRUE
ENSG00000101166	PRELID3B	Gene Expression	PRELID3B	61487	TRUE
ENSG00000124203	ZNF831	Gene Expression	ZNF831	3785	TRUE
ENSG00000124205	EDN3	Gene Expression	EDN3	15052	TRUE
ENSG00000225129	AL035250.1	Gene Expression	AL035250.1	9	TRUE
ENSG00000230352	AL035250.2	Gene Expression	AL035250.2	3	TRUE
ENSG00000227282	AL389889.1	Gene Expression	AL389889.1	1	FALSE
ENSG00000087495	PHACTR3	Gene Expression	PHACTR3	549	TRUE
ENSG00000238194	AL121908.1	Gene Expression	AL121908.1	0	FALSE
ENSG00000196074	SYCP2	Gene Expression	SYCP2	2265	TRUE
ENSG00000196227	FAM217B	Gene Expression	FAM217B	22931	TRUE
ENSG00000132825	PPP1R3D	Gene Expression	PPP1R3D	9639	TRUE
ENSG00000124215	CDH26	Gene Expression	CDH26	1035	TRUE
ENSG00000176659	C20orf197	Gene Expression	C20orf197	193	TRUE
ENSG00000276093	AL132822.1	Gene Expression	AL132822.1	7	TRUE
ENSG00000228340	MIR646HG	Gene Expression	MIR646HG	397	TRUE
ENSG00000276627	AL117372.1	Gene Expression	AL117372.1	0	FALSE
ENSG00000261035	AL139348.1	Gene Expression	AL139348.1	0	FALSE
ENSG00000229755	AL121910.1	Gene Expression	AL121910.1	0	FALSE
ENSG00000229606	LINC01718	Gene Expression	LINC01718	0	FALSE
ENSG00000179242	CDH4	Gene Expression	CDH4	90	TRUE
ENSG00000276786	BX640515.1	Gene Expression	BX640515.1	1	FALSE
ENSG00000277270	AL160412.1	Gene Expression	AL160412.1	0	FALSE
ENSG00000179253	AL162457.1	Gene Expression	AL162457.1	84	TRUE
ENSG00000225106	AL162457.2	Gene Expression	AL162457.2	13	TRUE
ENSG00000130699	TAF4	Gene Expression	TAF4	21238	TRUE
ENSG00000283078	AL137077.2	Gene Expression	AL137077.2	3362	TRUE
ENSG00000149657	LSM14B	Gene Expression	LSM14B	19630	TRUE
ENSG00000101182	PSMA7	Gene Expression	PSMA7	108450	TRUE
ENSG00000184402	SS18L1	Gene Expression	SS18L1	21218	TRUE
ENSG00000101181	MTG2	Gene Expression	MTG2	25661	TRUE
ENSG00000101180	HRH3	Gene Expression	HRH3	5	TRUE
ENSG00000130703	OSBPL2	Gene Expression	OSBPL2	36883	TRUE
ENSG00000130706	ADRM1	Gene Expression	ADRM1	58627	TRUE
ENSG00000226332	AL354836.1	Gene Expression	AL354836.1	1337	TRUE
ENSG00000130702	LAMA5	Gene Expression	LAMA5	12699	TRUE
ENSG00000228812	LAMA5-AS1	Gene Expression	LAMA5-AS1	57	TRUE
ENSG00000273619	AL121832.2	Gene Expression	AL121832.2	4214	TRUE
ENSG00000171858	RPS21	Gene Expression	RPS21	159745	TRUE
ENSG00000149679	CABLES2	Gene Expression	CABLES2	4889	TRUE
ENSG00000130701	RBBP8NL	Gene Expression	RBBP8NL	11251	TRUE
ENSG00000233017	AL121832.1	Gene Expression	AL121832.1	533	TRUE
ENSG00000130700	GATA5	Gene Expression	GATA5	785	TRUE
ENSG00000272050	AL499627.2	Gene Expression	AL499627.2	48	TRUE
ENSG00000260542	AL499627.1	Gene Expression	AL499627.1	2	FALSE
ENSG00000174403	MIR1-1HG-AS1	Gene Expression	MIR1-1HG-AS1	98	TRUE
ENSG00000174407	MIR1-1HG	Gene Expression	MIR1-1HG	18	TRUE
ENSG00000264490	BX640514.1	Gene Expression	BX640514.1	2	FALSE
ENSG00000273812	BX640514.2	Gene Expression	BX640514.2	14	TRUE
ENSG00000232121	AL450469.2	Gene Expression	AL450469.2	11	TRUE
ENSG00000229882	AL450469.1	Gene Expression	AL450469.1	6	TRUE
ENSG00000167046	AL357033.1	Gene Expression	AL357033.1	1144	TRUE
ENSG00000101187	SLCO4A1	Gene Expression	SLCO4A1	14681	TRUE
ENSG00000277496	AL357033.4	Gene Expression	AL357033.4	1780	TRUE
ENSG00000276317	AL357033.3	Gene Expression	AL357033.3	47	TRUE
ENSG00000232803	SLCO4A1-AS1	Gene Expression	SLCO4A1-AS1	2178	TRUE
ENSG00000237687	LINC00686	Gene Expression	LINC00686	0	FALSE
ENSG00000101188	NTSR1	Gene Expression	NTSR1	371	TRUE
ENSG00000223669	AL357033.2	Gene Expression	AL357033.2	6	TRUE
ENSG00000228705	LINC00659	Gene Expression	LINC00659	790	TRUE
ENSG00000101189	MRGBP	Gene Expression	MRGBP	19764	TRUE
ENSG00000229873	OGFR-AS1	Gene Expression	OGFR-AS1	94	TRUE
ENSG00000060491	OGFR	Gene Expression	OGFR	43774	TRUE
ENSG00000092758	COL9A3	Gene Expression	COL9A3	5984	TRUE
ENSG00000101190	TCFL5	Gene Expression	TCFL5	7046	TRUE
ENSG00000101191	DIDO1	Gene Expression	DIDO1	45494	TRUE
ENSG00000273759	AL117379.1	Gene Expression	AL117379.1	3581	TRUE
ENSG00000101193	GID8	Gene Expression	GID8	37093	TRUE
ENSG00000101194	SLC17A9	Gene Expression	SLC17A9	11896	TRUE
ENSG00000125533	BHLHE23	Gene Expression	BHLHE23	0	FALSE
ENSG00000272259	LINC01749	Gene Expression	LINC01749	5	TRUE
ENSG00000125514	LINC00029	Gene Expression	LINC00029	1	FALSE
ENSG00000237119	LINC01056	Gene Expression	LINC01056	2	FALSE
ENSG00000231133	HAR1B	Gene Expression	HAR1B	661	TRUE
ENSG00000225978	HAR1A	Gene Expression	HAR1A	1209	TRUE
ENSG00000260416	AL096828.2	Gene Expression	AL096828.2	4	TRUE
ENSG00000231977	AL096828.1	Gene Expression	AL096828.1	0	FALSE
ENSG00000149658	YTHDF1	Gene Expression	YTHDF1	31236	TRUE
ENSG00000273821	AL096828.3	Gene Expression	AL096828.3	157	TRUE
ENSG00000101197	BIRC7	Gene Expression	BIRC7	187	TRUE
ENSG00000101198	NKAIN4	Gene Expression	NKAIN4	112	TRUE
ENSG00000275620	AL121827.2	Gene Expression	AL121827.2	37	TRUE
ENSG00000101199	ARFGAP1	Gene Expression	ARFGAP1	27472	TRUE
ENSG00000101203	COL20A1	Gene Expression	COL20A1	27	TRUE
ENSG00000101204	CHRNA4	Gene Expression	CHRNA4	1	FALSE
ENSG00000203900	AL121827.1	Gene Expression	AL121827.1	0	FALSE
ENSG00000075043	KCNQ2	Gene Expression	KCNQ2	418	TRUE
ENSG00000280936	AL353658.2	Gene Expression	AL353658.2	0	FALSE
ENSG00000226390	AL353658.1	Gene Expression	AL353658.1	1	FALSE
ENSG00000101210	EEF1A2	Gene Expression	EEF1A2	920	TRUE
ENSG00000230226	AL121829.1	Gene Expression	AL121829.1	2	FALSE
ENSG00000125534	PPDPF	Gene Expression	PPDPF	122949	TRUE
ENSG00000101213	PTK6	Gene Expression	PTK6	39309	TRUE
ENSG00000125508	SRMS	Gene Expression	SRMS	52	TRUE
ENSG00000275812	AL121829.2	Gene Expression	AL121829.2	1786	TRUE
ENSG00000125531	FNDC11	Gene Expression	FNDC11	351	TRUE
ENSG00000130589	HELZ2	Gene Expression	HELZ2	23067	TRUE
ENSG00000101216	GMEB2	Gene Expression	GMEB2	10058	TRUE
ENSG00000232442	MHENCR	Gene Expression	MHENCR	24115	TRUE
ENSG00000197457	STMN3	Gene Expression	STMN3	7985	TRUE
ENSG00000258366	RTEL1	Gene Expression	RTEL1	116	TRUE
ENSG00000026036	RTEL1-TNFRSF6B	Gene Expression	RTEL1-TNFRSF6B	314	TRUE
ENSG00000243509	TNFRSF6B	Gene Expression	TNFRSF6B	0	FALSE
ENSG00000101246	ARFRP1	Gene Expression	ARFRP1	30061	TRUE
ENSG00000197114	ZGPAT	Gene Expression	ZGPAT	687	TRUE
ENSG00000273154	AL121845.3	Gene Expression	AL121845.3	206	TRUE
ENSG00000274501	AL121845.4	Gene Expression	AL121845.4	160	TRUE
ENSG00000203896	LIME1	Gene Expression	LIME1	123	TRUE
ENSG00000273047	AL121845.2	Gene Expression	AL121845.2	1	FALSE
ENSG00000125520	SLC2A4RG	Gene Expression	SLC2A4RG	38474	TRUE
ENSG00000130584	ZBTB46	Gene Expression	ZBTB46	3629	TRUE
ENSG00000229299	AL121845.1	Gene Expression	AL121845.1	522	TRUE
ENSG00000231208	ZBTB46-AS1	Gene Expression	ZBTB46-AS1	12	TRUE
ENSG00000268858	AL118506.1	Gene Expression	AL118506.1	4725	TRUE
ENSG00000183260	ABHD16B	Gene Expression	ABHD16B	9	TRUE
ENSG00000101150	TPD52L2	Gene Expression	TPD52L2	27569	TRUE
ENSG00000101152	DNAJC5	Gene Expression	DNAJC5	26081	TRUE
ENSG00000198276	UCKL1	Gene Expression	UCKL1	25842	TRUE
ENSG00000280213	UCKL1-AS1	Gene Expression	UCKL1-AS1	2702	TRUE
ENSG00000196700	ZNF512B	Gene Expression	ZNF512B	3786	TRUE
ENSG00000130590	SAMD10	Gene Expression	SAMD10	8288	TRUE
ENSG00000101161	PRPF6	Gene Expression	PRPF6	42325	TRUE
ENSG00000196421	C20orf204	Gene Expression	C20orf204	2333	TRUE
ENSG00000203883	SOX18	Gene Expression	SOX18	12668	TRUE
ENSG00000171703	TCEA2	Gene Expression	TCEA2	9981	TRUE
ENSG00000237371	AL355803.1	Gene Expression	AL355803.1	0	FALSE
ENSG00000171700	RGS19	Gene Expression	RGS19	18614	TRUE
ENSG00000125510	OPRL1	Gene Expression	OPRL1	584	TRUE
ENSG00000171695	LKAAEAR1	Gene Expression	LKAAEAR1	243	TRUE
ENSG00000196132	MYT1	Gene Expression	MYT1	237	TRUE
ENSG00000125522	NPBWR2	Gene Expression	NPBWR2	0	FALSE
ENSG00000203880	PCMTD2	Gene Expression	PCMTD2	30488	TRUE
ENSG00000149656	LINC00266-1	Gene Expression	LINC00266-1	1220	TRUE
ENSG00000282807	AC008993.4	Gene Expression	AC008993.4	0	FALSE
ENSG00000282591	FAM138F	Gene Expression	FAM138F	0	FALSE
ENSG00000176695	OR4F17	Gene Expression	OR4F17	215	TRUE
ENSG00000282535	AC092192.1	Gene Expression	AC092192.1	10	TRUE
ENSG00000282393	AC016588.2	Gene Expression	AC016588.2	3391	TRUE
ENSG00000141934	PLPP2	Gene Expression	PLPP2	48877	TRUE
ENSG00000105556	MIER2	Gene Expression	MIER2	12084	TRUE
ENSG00000267124	AC016588.1	Gene Expression	AC016588.1	4	TRUE
ENSG00000105549	THEG	Gene Expression	THEG	16	TRUE
ENSG00000267443	AC010641.1	Gene Expression	AC010641.1	0	FALSE
ENSG00000183186	C2CD4C	Gene Expression	C2CD4C	882	TRUE
ENSG00000129946	SHC2	Gene Expression	SHC2	4142	TRUE
ENSG00000181781	ODF3L2	Gene Expression	ODF3L2	186	TRUE
ENSG00000099866	MADCAM1	Gene Expression	MADCAM1	3402	TRUE
ENSG00000266933	AC005775.1	Gene Expression	AC005775.1	88	TRUE
ENSG00000141933	TPGS1	Gene Expression	TPGS1	33226	TRUE
ENSG00000099804	CDC34	Gene Expression	CDC34	32976	TRUE
ENSG00000197540	GZMM	Gene Expression	GZMM	10514	TRUE
ENSG00000267751	AC009005.1	Gene Expression	AC009005.1	3480	TRUE
ENSG00000172270	BSG	Gene Expression	BSG	114079	TRUE
ENSG00000099822	HCN2	Gene Expression	HCN2	371	TRUE
ENSG00000099821	POLRMT	Gene Expression	POLRMT	23058	TRUE
ENSG00000261204	AC004449.1	Gene Expression	AC004449.1	19	TRUE
ENSG00000070388	FGF22	Gene Expression	FGF22	688	TRUE
ENSG00000070423	RNF126	Gene Expression	RNF126	47786	TRUE
ENSG00000267666	AC004156.1	Gene Expression	AC004156.1	331	TRUE
ENSG00000070404	FSTL3	Gene Expression	FSTL3	5474	TRUE
ENSG00000185198	PRSS57	Gene Expression	PRSS57	47	TRUE
ENSG00000099864	PALM	Gene Expression	PALM	3059	TRUE
ENSG00000099812	MISP	Gene Expression	MISP	63417	TRUE
ENSG00000272473	AC006273.1	Gene Expression	AC006273.1	96	TRUE
ENSG00000267530	LINC01836	Gene Expression	LINC01836	419	TRUE
ENSG00000011304	PTBP1	Gene Expression	PTBP1	92084	TRUE
ENSG00000129951	PLPPR3	Gene Expression	PLPPR3	40	TRUE
ENSG00000172232	AZU1	Gene Expression	AZU1	234	TRUE
ENSG00000196415	PRTN3	Gene Expression	PRTN3	28	TRUE
ENSG00000197561	ELANE	Gene Expression	ELANE	204	TRUE
ENSG00000197766	CFD	Gene Expression	CFD	25206	TRUE
ENSG00000175221	MED16	Gene Expression	MED16	27736	TRUE
ENSG00000198858	R3HDM4	Gene Expression	R3HDM4	32622	TRUE
ENSG00000116014	KISS1R	Gene Expression	KISS1R	1045	TRUE
ENSG00000116017	ARID3A	Gene Expression	ARID3A	18824	TRUE
ENSG00000267159	AC005379.1	Gene Expression	AC005379.1	0	FALSE
ENSG00000065268	WDR18	Gene Expression	WDR18	28780	TRUE
ENSG00000266990	AC004528.1	Gene Expression	AC004528.1	127	TRUE
ENSG00000116032	GRIN3B	Gene Expression	GRIN3B	80	TRUE
ENSG00000182087	TMEM259	Gene Expression	TMEM259	84635	TRUE
ENSG00000274177	AC004528.2	Gene Expression	AC004528.2	43	TRUE
ENSG00000064666	CNN2	Gene Expression	CNN2	49824	TRUE
ENSG00000064687	ABCA7	Gene Expression	ABCA7	10570	TRUE
ENSG00000180448	ARHGAP45	Gene Expression	ARHGAP45	32736	TRUE
ENSG00000099817	POLR2E	Gene Expression	POLR2E	48077	TRUE
ENSG00000167468	GPX4	Gene Expression	GPX4	95837	TRUE
ENSG00000064932	SBNO2	Gene Expression	SBNO2	32460	TRUE
ENSG00000118046	STK11	Gene Expression	STK11	50510	TRUE
ENSG00000099625	CBARP	Gene Expression	CBARP	1159	TRUE
ENSG00000267778	AC004221.1	Gene Expression	AC004221.1	28	TRUE
