annotation	N	fraction
Exon (ENST00000555909.5/ENST00000555909.5, exon 1 of 5)	3	9.35774665460557e-05
Exon (ENST00000624705.2/ENST00000624705.2, exon 1 of 1)	3	9.35774665460557e-05
Intron (ENST00000698881.1/5795, intron 1 of 24)	3	9.35774665460557e-05
Exon (ENST00000337752.6/441108, exon 4 of 4)	3	9.35774665460557e-05
Exon (ENST00000646895.1/ENST00000646895.1, exon 1 of 3)	3	9.35774665460557e-05
Intron (ENST00000642825.1/196, intron 2 of 14)	3	9.35774665460557e-05
Exon (ENST00000690093.1/ENST00000690093.1, exon 1 of 1)	3	9.35774665460557e-05
Exon (ENST00000534065.1/ENST00000534065.1, exon 1 of 2)	3	9.35774665460557e-05
Intron (ENST00000687289.1/ENST00000687289.1, intron 2 of 2)	3	9.35774665460557e-05
Intron (ENST00000303635.12/23261, intron 3 of 22)	3	9.35774665460557e-05
Intron (ENST00000519738.5/100507420, intron 1 of 5)	3	9.35774665460557e-05
Intron (ENST00000487973.1/105376449, intron 2 of 3)	3	9.35774665460557e-05
Intron (ENST00000421324.4/ENST00000421324.4, intron 2 of 2)	3	9.35774665460557e-05
Intron (ENST00000486975.1/5010, intron 3 of 3)	3	9.35774665460557e-05
Intron (ENST00000404816.7/4052, intron 3 of 33)	3	9.35774665460557e-05
Intron (ENST00000309415.8/344558, intron 1 of 9)	3	9.35774665460557e-05
Intron (ENST00000636523.1/285590, intron 2 of 13)	3	9.35774665460557e-05
Intron (ENST00000392870.3/2869, intron 4 of 15)	3	9.35774665460557e-05
Intron (ENST00000682097.1/2317, intron 1 of 12)	3	9.35774665460557e-05
Intron (ENST00000446825.1/64342, intron 5 of 5)	3	9.35774665460557e-05
Intron (ENST00000407086.8/54828, intron 22 of 23)	3	9.35774665460557e-05
Intron (ENST00000432694.2/ENST00000432694.2, intron 1 of 4)	3	9.35774665460557e-05
Intron (ENST00000532979.1/102724775, intron 1 of 4)	3	9.35774665460557e-05
Intron (ENST00000343882.10/2309, intron 2 of 3)	3	9.35774665460557e-05
Intron (ENST00000530517.5/63876, intron 3 of 11)	3	9.35774665460557e-05
Intron (ENST00000227638.8/24145, intron 1 of 4)	3	9.35774665460557e-05
Intron (ENST00000415912.6/1889, intron 1 of 18)	3	9.35774665460557e-05
Intron (ENST00000654635.1/101927394, intron 3 of 6)	3	9.35774665460557e-05
Intron (ENST00000460015.1/2034, intron 1 of 1)	3	9.35774665460557e-05
Intron (ENST00000663633.1/104310351, intron 2 of 2)	3	9.35774665460557e-05
Intron (ENST00000267257.11/5829, intron 1 of 10)	3	9.35774665460557e-05
Intron (ENST00000520332.6/90459, intron 4 of 5)	3	9.35774665460557e-05
Intron (ENST00000536189.6/7077, intron 1 of 4)	3	9.35774665460557e-05
Intron (ENST00000505089.6/201853, intron 2 of 6)	3	9.35774665460557e-05
Intron (ENST00000479335.5/5890, intron 8 of 11)	3	9.35774665460557e-05
Intron (ENST00000667822.1/ENST00000667822.1, intron 1 of 1)	3	9.35774665460557e-05
Intron (ENST00000448713.5/101927043, intron 2 of 2)	3	9.35774665460557e-05
Intron (ENST00000424329.1/101930748, intron 2 of 5)	3	9.35774665460557e-05
Intron (ENST00000306156.8/5581, intron 2 of 14)	3	9.35774665460557e-05
Intron (ENST00000272164.6/7483, intron 1 of 3)	3	9.35774665460557e-05
Intron (ENST00000661498.1/ENST00000661498.1, intron 1 of 1)	3	9.35774665460557e-05
Intron (ENST00000374695.8/3339, intron 1 of 96)	3	9.35774665460557e-05
Intron (ENST00000481208.5/26027, intron 1 of 14)	3	9.35774665460557e-05
Intron (ENST00000569304.1/8766, intron 2 of 2)	3	9.35774665460557e-05
Intron (ENST00000344773.6/9577, intron 10 of 12)	3	9.35774665460557e-05
Intron (ENST00000588618.5/81, intron 1 of 11)	3	9.35774665460557e-05
Intron (ENST00000539198.5/81029, intron 1 of 3)	3	9.35774665460557e-05
Intron (ENST00000441630.1/105374771, intron 2 of 3)	3	9.35774665460557e-05
Intron (ENST00000504227.5/84418, intron 3 of 3)	3	9.35774665460557e-05
Exon (ENST00000702991.1/ENST00000702991.1, exon 1 of 1)	3	9.35774665460557e-05
Intron (ENST00000297293.6/22853, intron 1 of 13)	3	9.35774665460557e-05
Intron (ENST00000715288.1/104326193, intron 3 of 5)	3	9.35774665460557e-05
Intron (ENST00000682544.1/775, intron 3 of 49)	3	9.35774665460557e-05
Intron (ENST00000551843.5/256021, intron 1 of 5)	3	9.35774665460557e-05
Intron (ENST00000233969.3/6549, intron 2 of 11)	3	9.35774665460557e-05
Intron (ENST00000549620.5/57609, intron 1 of 7)	3	9.35774665460557e-05
Intron (ENST00000266058.9/6585, intron 4 of 36)	3	9.35774665460557e-05
Intron (ENST00000315273.4/8853, intron 1 of 26)	3	9.35774665460557e-05
Intron (ENST00000360168.7/6337, intron 1 of 11)	3	9.35774665460557e-05
Intron (ENST00000343505.10/57224, intron 3 of 7)	3	9.35774665460557e-05
Intron (ENST00000274456.6/25816, intron 1 of 1)	3	9.35774665460557e-05
Intron (ENST00000476809.7/100505385, intron 4 of 9)	3	9.35774665460557e-05
Intron (ENST00000650264.1/107984602, intron 1 of 3)	3	9.35774665460557e-05
Intron (ENST00000689386.1/9705, intron 2 of 25)	3	9.35774665460557e-05
Intron (ENST00000412402.5/93986, intron 1 of 19)	3	9.35774665460557e-05
Intron (ENST00000381077.10/8226, intron 1 of 3)	3	9.35774665460557e-05
Intron (ENST00000662924.1/105373951, intron 1 of 2)	3	9.35774665460557e-05
Intron (ENST00000659082.1/105373684, intron 2 of 4)	3	9.35774665460557e-05
Intron (ENST00000261693.11/949, intron 1 of 12)	3	9.35774665460557e-05
Intron (ENST00000487861.5/5890, intron 10 of 10)	3	9.35774665460557e-05
Intron (ENST00000334062.8/22821, intron 1 of 23)	3	9.35774665460557e-05
Intron (ENST00000477571.5/84255, intron 13 of 15)	3	9.35774665460557e-05
Intron (ENST00000422982.8/311, intron 1 of 15)	3	9.35774665460557e-05
Intron (ENST00000641206.2/463, intron 5 of 17)	3	9.35774665460557e-05
Intron (ENST00000318789.11/27086, intron 6 of 20)	3	9.35774665460557e-05
Intron (ENST00000513040.5/65983, intron 1 of 13)	3	9.35774665460557e-05
Intron (ENST00000642963.1/105375509, intron 2 of 6)	3	9.35774665460557e-05
Intron (ENST00000358077.9/1612, intron 2 of 25)	3	9.35774665460557e-05
Intron (ENST00000267205.7/54509, intron 2 of 4)	3	9.35774665460557e-05
Intron (ENST00000406875.8/28996, intron 1 of 14)	3	9.35774665460557e-05
Intron (ENST00000376462.5/56243, intron 4 of 18)	3	9.35774665460557e-05
Intron (ENST00000619929.5/113026, intron 1 of 14)	3	9.35774665460557e-05
Intron (ENST00000303657.10/5990, intron 1 of 17)	3	9.35774665460557e-05
Intron (ENST00000631148.2/170394, intron 2 of 2)	3	9.35774665460557e-05
Intron (ENST00000437398.5/23384, intron 13 of 15)	3	9.35774665460557e-05
Intron (ENST00000614565.5/1002, intron 2 of 15)	3	9.35774665460557e-05
Intron (ENST00000420428.7/56853, intron 2 of 12)	3	9.35774665460557e-05
Intron (ENST00000650825.1/105373162, intron 3 of 8)	3	9.35774665460557e-05
Intron (ENST00000645559.1/107986772, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000538142.5/8082, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000378501.3/5332, intron 3 of 37)	2	6.23849776973705e-05
Intron (ENST00000445054.5/23242, intron 6 of 11)	2	6.23849776973705e-05
Intron (ENST00000360581.6/387129, intron 2 of 8)	2	6.23849776973705e-05
Intron (ENST00000668995.1/101927978, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000438773.4/83696, intron 19 of 22)	2	6.23849776973705e-05
Intron (ENST00000675388.1/137196, intron 6 of 8)	2	6.23849776973705e-05
Intron (ENST00000642502.1/23120, intron 2 of 20)	2	6.23849776973705e-05
Exon (ENST00000460204.1/3696, exon 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000689706.1/106029310, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000520606.1/ENST00000520606.1, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000667666.1/102724168, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000342232.5/56704, intron 3 of 5)	2	6.23849776973705e-05
Intron (ENST00000713711.1/845, intron 9 of 11)	2	6.23849776973705e-05
Intron (ENST00000296978.4/114801, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000520262.6/6575, intron 1 of 10)	2	6.23849776973705e-05
Intron (ENST00000650971.1/ENST00000650971.1, intron 2 of 4)	2	6.23849776973705e-05
Intron (ENST00000705350.1/64759, intron 3 of 30)	2	6.23849776973705e-05
Intron (ENST00000522112.6/114569, intron 2 of 4)	2	6.23849776973705e-05
Exon (ENST00000553003.1/ENST00000553003.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000577662.1/8313, intron 3 of 6)	2	6.23849776973705e-05
Exon (ENST00000352480.10/445, exon 14 of 15)	2	6.23849776973705e-05
Intron (ENST00000523021.1/54704, intron 1 of 1)	2	6.23849776973705e-05
Exon (ENST00000652536.2/5550, exon 5 of 15)	2	6.23849776973705e-05
Exon (ENST00000379521.8/4799, exon 10 of 21)	2	6.23849776973705e-05
Intron (ENST00000340473.8/2963, intron 6 of 7)	2	6.23849776973705e-05
Intron (ENST00000454457.1/1618, intron 1 of 6)	2	6.23849776973705e-05
Intron (ENST00000371610.7/84612, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000261778.2/79613, intron 17 of 17)	2	6.23849776973705e-05
Exon (ENST00000705224.1/ENST00000705224.1, exon 1 of 5)	2	6.23849776973705e-05
Intron (ENST00000601672.5/444882, intron 1 of 5)	2	6.23849776973705e-05
Exon (ENST00000441338.1/ENST00000441338.1, exon 1 of 5)	2	6.23849776973705e-05
Intron (ENST00000367220.9/26034, intron 1 of 11)	2	6.23849776973705e-05
Intron (ENST00000485853.5/254827, intron 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000275230.6/154091, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000641205.1/147, intron 1 of 2)	2	6.23849776973705e-05
Exon (ENST00000419462.1/ENST00000419462.1, exon 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000202677.12/57186, intron 23 of 39)	2	6.23849776973705e-05
Intron (ENST00000258443.7/10913, intron 1 of 11)	2	6.23849776973705e-05
Exon (ENST00000501164.2/105375650, exon 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000567287.2/84916, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000217246.8/140733, intron 5 of 16)	2	6.23849776973705e-05
Exon (ENST00000265310.6/56302, exon 14 of 15)	2	6.23849776973705e-05
Intron (ENST00000648580.1/124901250, intron 6 of 8)	2	6.23849776973705e-05
Intron (ENST00000538177.5/9154, intron 11 of 14)	2	6.23849776973705e-05
Intron (ENST00000713762.1/1829, intron 1 of 14)	2	6.23849776973705e-05
Intron (ENST00000652749.1/ENST00000652749.1, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000664854.1/104266958, intron 3 of 3)	2	6.23849776973705e-05
Intron (ENST00000453507.7/11343, intron 2 of 6)	2	6.23849776973705e-05
Intron (ENST00000274695.8/54901, intron 11 of 15)	2	6.23849776973705e-05
Intron (ENST00000513610.6/4651, intron 1 of 40)	2	6.23849776973705e-05
Intron (ENST00000359120.9/153769, intron 5 of 9)	2	6.23849776973705e-05
Intron (ENST00000504956.5/4299, intron 2 of 2)	2	6.23849776973705e-05
Exon (ENST00000355327.7/79875, exon 13 of 18)	2	6.23849776973705e-05
Intron (ENST00000672957.1/51008, intron 9 of 9)	2	6.23849776973705e-05
Exon (ENST00000651340.1/ENST00000651340.1, exon 5 of 5)	2	6.23849776973705e-05
Exon (ENST00000374763.6/5909, exon 14 of 23)	2	6.23849776973705e-05
Exon (ENST00000514358.1/400604, exon 2 of 5)	2	6.23849776973705e-05
Exon (ENST00000393324.7/10873, exon 4 of 14)	2	6.23849776973705e-05
Exon (ENST00000237536.9/140710, exon 8 of 15)	2	6.23849776973705e-05
Intron (ENST00000686974.1/55711, intron 1 of 7)	2	6.23849776973705e-05
Intron (ENST00000406606.7/7410, intron 1 of 26)	2	6.23849776973705e-05
Intron (ENST00000444303.6/272, intron 5 of 13)	2	6.23849776973705e-05
Intron (ENST00000439343.2/100526836, intron 4 of 12)	2	6.23849776973705e-05
Intron (ENST00000303635.12/23261, intron 5 of 22)	2	6.23849776973705e-05
Intron (ENST00000601409.1/112268252, intron 1 of 1)	2	6.23849776973705e-05
Exon (ENST00000659709.1/ENST00000659709.1, exon 1 of 3)	2	6.23849776973705e-05
Intron (ENST00000392011.7/23677, intron 2 of 5)	2	6.23849776973705e-05
Exon (ENST00000624849.1/ENST00000624849.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000523741.5/286053, intron 3 of 4)	2	6.23849776973705e-05
Exon (ENST00000662252.1/ENST00000662252.1, exon 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000382592.5/26524, intron 2 of 7)	2	6.23849776973705e-05
Intron (ENST00000402802.8/5154, intron 4 of 5)	2	6.23849776973705e-05
Exon (ENST00000375071.4/978, exon 3 of 4)	2	6.23849776973705e-05
Exon (ENST00000467740.3/ENST00000467740.3, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000327757.10/151056, intron 43 of 57)	2	6.23849776973705e-05
Intron (ENST00000403527.6/2115, intron 5 of 9)	2	6.23849776973705e-05
Intron (ENST00000306156.8/5581, intron 6 of 14)	2	6.23849776973705e-05
Exon (ENST00000525114.2/221122, exon 4 of 4)	2	6.23849776973705e-05
Intron (ENST00000313367.7/26031, intron 16 of 22)	2	6.23849776973705e-05
Intron (ENST00000598205.5/79784, intron 2 of 41)	2	6.23849776973705e-05
Exon (ENST00000552065.2/253724, exon 9 of 12)	2	6.23849776973705e-05
Intron (ENST00000702335.1/102723493, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000522212.6/100533496, intron 5 of 6)	2	6.23849776973705e-05
Intron (ENST00000525912.1/100507584, intron 1 of 1)	2	6.23849776973705e-05
Exon (ENST00000375471.5/29943, exon 11 of 16)	2	6.23849776973705e-05
Intron (ENST00000576263.5/860, intron 6 of 6)	2	6.23849776973705e-05
Intron (ENST00000382518.6/928, intron 2 of 8)	2	6.23849776973705e-05
Intron (ENST00000291536.8/89765, intron 8 of 8)	2	6.23849776973705e-05
Intron (ENST00000318445.11/28232, intron 2 of 9)	2	6.23849776973705e-05
Intron (ENST00000662138.1/105369806, intron 4 of 4)	2	6.23849776973705e-05
Intron (ENST00000406890.6/256227, intron 4 of 4)	2	6.23849776973705e-05
Intron (ENST00000244869.3/2069, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000541547.5/53832, intron 1 of 6)	2	6.23849776973705e-05
Exon (ENST00000431171.1/ENST00000431171.1, exon 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000445987.5/51586, intron 2 of 5)	2	6.23849776973705e-05
Intron (ENST00000474320.1/29103, intron 1 of 3)	2	6.23849776973705e-05
Intron (ENST00000637504.1/219931, intron 19 of 19)	2	6.23849776973705e-05
Intron (ENST00000553310.6/3892, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000694912.1/51571, intron 1 of 13)	2	6.23849776973705e-05
Intron (ENST00000361221.8/55160, intron 4 of 28)	2	6.23849776973705e-05
Intron (ENST00000504185.5/7045, intron 2 of 4)	2	6.23849776973705e-05
Intron (ENST00000643807.1/8418, intron 3 of 15)	2	6.23849776973705e-05
Intron (ENST00000506796.5/6783, intron 5 of 5)	2	6.23849776973705e-05
Intron (ENST00000482119.6/2736, intron 3 of 3)	2	6.23849776973705e-05
Exon (ENST00000517482.2/ENST00000517482.2, exon 1 of 3)	2	6.23849776973705e-05
Exon (ENST00000692900.1/ENST00000692900.1, exon 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000321063.9/91584, intron 4 of 31)	2	6.23849776973705e-05
Intron (ENST00000280612.9/23657, intron 6 of 11)	2	6.23849776973705e-05
Intron (ENST00000565822.1/ENST00000565822.1, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000608083.5/11332, intron 8 of 8)	2	6.23849776973705e-05
Intron (ENST00000671314.1/101927902, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000658872.1/105376481, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000643665.1/59269, intron 6 of 7)	2	6.23849776973705e-05
Exon (ENST00000605837.1/ENST00000605837.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000646743.1/79977, intron 8 of 15)	2	6.23849776973705e-05
Intron (ENST00000349718.8/112616, intron 1 of 3)	2	6.23849776973705e-05
Intron (ENST00000535206.5/2683, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000614646.5/85439, intron 5 of 7)	2	6.23849776973705e-05
Intron (ENST00000509193.5/256987, intron 1 of 12)	2	6.23849776973705e-05
Intron (ENST00000445300.1/121832806, intron 2 of 2)	2	6.23849776973705e-05
Exon (ENST00000474545.1/311, exon 2 of 3)	2	6.23849776973705e-05
Exon (ENST00000705257.1/100506047, exon 2 of 3)	2	6.23849776973705e-05
Intron (ENST00000462410.5/7188, intron 1 of 5)	2	6.23849776973705e-05
Exon (ENST00000668450.1/ENST00000668450.1, exon 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000652315.1/23348, intron 1 of 56)	2	6.23849776973705e-05
Intron (ENST00000688476.2/ENST00000688476.2, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000491734.6/54932, intron 13 of 14)	2	6.23849776973705e-05
Intron (ENST00000224721.12/64072, intron 38 of 69)	2	6.23849776973705e-05
Intron (ENST00000659311.1/399715, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000395816.7/56937, intron 1 of 3)	2	6.23849776973705e-05
Exon (ENST00000701624.1/ENST00000701624.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000260197.12/6653, intron 1 of 47)	2	6.23849776973705e-05
Intron (ENST00000637901.1/107986579, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000654182.1/646626, intron 2 of 2)	2	6.23849776973705e-05
Exon (ENST00000633556.3/202, exon 3 of 22)	2	6.23849776973705e-05
Intron (ENST00000449576.6/23175, intron 2 of 21)	2	6.23849776973705e-05
Exon (ENST00000609813.1/ENST00000609813.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000251527.10/57488, intron 1 of 21)	2	6.23849776973705e-05
Intron (ENST00000378455.8/54880, intron 1 of 13)	2	6.23849776973705e-05
Intron (ENST00000399537.8/84629, intron 2 of 29)	2	6.23849776973705e-05
Intron (ENST00000261401.8/23603, intron 2 of 10)	2	6.23849776973705e-05
Intron (ENST00000607144.4/9487, intron 2 of 2)	2	6.23849776973705e-05
Intron (ENST00000647937.1/155, intron 1 of 1)	2	6.23849776973705e-05
Exon (ENST00000684807.1/ENST00000684807.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000263087.9/3682, intron 1 of 30)	2	6.23849776973705e-05
Intron (ENST00000653163.1/100507217, intron 1 of 4)	2	6.23849776973705e-05
Intron (ENST00000369016.8/2029, intron 4 of 4)	2	6.23849776973705e-05
Exon (ENST00000557978.6/80714, exon 2 of 8)	2	6.23849776973705e-05
Exon (ENST00000702691.1/ENST00000702691.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000565644.5/8140, intron 1 of 9)	2	6.23849776973705e-05
Exon (ENST00000607715.1/ENST00000607715.1, exon 1 of 1)	2	6.23849776973705e-05
Exon (ENST00000673666.1/81854, exon 4 of 7)	2	6.23849776973705e-05
Intron (ENST00000466256.6/9696, intron 1 of 8)	2	6.23849776973705e-05
Exon (ENST00000689542.1/ENST00000689542.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000315429.12/642819, intron 1 of 3)	2	6.23849776973705e-05
Intron (ENST00000585847.6/81671, intron 6 of 10)	2	6.23849776973705e-05
Intron (ENST00000176763.10/6793, intron 1 of 18)	2	6.23849776973705e-05
Exon (ENST00000701087.1/ENST00000701087.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000290974.7/57732, intron 1 of 12)	2	6.23849776973705e-05
Intron (ENST00000284486.9/83648, intron 1 of 2)	2	6.23849776973705e-05
Intron (ENST00000426948.6/7089, intron 1 of 18)	2	6.23849776973705e-05
Exon (ENST00000685158.1/ENST00000685158.1, exon 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000548673.6/92558, intron 2 of 9)	2	6.23849776973705e-05
Intron (ENST00000489887.1/ENST00000489887.1, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000693550.2/100507195, intron 1 of 1)	2	6.23849776973705e-05
Intron (ENST00000393160.7/5900, intron 1 of 17)	2	6.23849776973705e-05
Exon (ENST00000653247.1/ENST00000653247.1, exon 1 of 1)	2	6.23849776973705e-05
Exon (ENST00000425723.2/ENST00000425723.2, exon 1 of 2)	2	6.23849776973705e-05
Exon (ENST00000645265.1/ENST00000645265.1, exon 1 of 2)	2	6.23849776973705e-05
Exon (ENST00000688159.2/ENST00000688159.2, exon 1 of 1)	2	6.23849776973705e-05
