cluster	gene	avg_log_normalized_expression	pct_expressing	cluster_cell_count
14	S100A9	1.24162974622989	0.433751743375174	1434
14	FCGR3A	0.213117478647631	0.149232914923292	1434
14	VCAN	0.0519828593636573	0.0488145048814505	1434
14	C1QA	0.076103661608176	0.0739191073919107	1434
14	C1QB	0.117182186770773	0.103207810320781	1434
14	C1QC	0.0871976447924222	0.0857740585774059	1434
14	APOE	0.0777928885288037	0.0794979079497908	1434
14	SPP1	0.104597232231084	0.0857740585774059	1434
14	CD1C	0.0105261690413374	0.00836820083682008	1434
14	CLEC10A	0.0109605471929309	0.00767085076708508	1434
14	FCER1A	0.00289427613010814	0.00278940027894003	1434
14	CLEC9A	0.00385637170074472	0.00278940027894003	1434
14	XCR1	0	0	1434
14	IL3RA	0.0257148279368969	0.0195258019525802	1434
14	LAMP3	0.0260709777015177	0.0251046025104603	1434
14	FSCN1	0.0327465999000033	0.0327754532775453	1434
14	CCL19	0.00530117449157018	0.00278940027894003	1434
14	TPSAB1	0.105852678777961	0.122036262203626	1434
14	TPSB2	0.193373156361897	0.188981868898187	1434
14	CPA3	0.0534521449401108	0.0655509065550907	1434
14	KIT	0.0130928280792324	0.0160390516039052	1434
14	MKI67	0.0683750079059676	0.0355648535564854	1434
14	TOP2A	0.0243973875447065	0.0188284518828452	1434
14	STMN1	0.14548604941322	0.112970711297071	1434
14	EPCAM	0.0596230524438027	0.0557880055788006	1434
14	KRT8	0.24104760744801	0.202928870292887	1434
14	KRT18	0.195049206350978	0.141562064156206	1434
14	KRT19	0.105634408301195	0.0808926080892608	1434
14	COL1A1	0.0633421274588798	0.0767085076708508	1434
14	COL1A2	0.0421549410390303	0.0509065550906555	1434
14	COL3A1	0.0409417168124235	0.0439330543933054	1434
14	RGS5	0.0592369031191139	0.0725244072524407	1434
14	PECAM1	0.134574161223265	0.102510460251046	1434
14	VWF	0.0138188484251104	0.0146443514644351	1434
14	PLVAP	0.025084958099088	0.0299860529986053	1434
15	CD3D	0.0623400682361392	0.102739726027397	292
15	CD3E	0.0518152857201013	0.0650684931506849	292
15	TRAC	0.0824040323580789	0.089041095890411	292
15	CD4	0.0395307575408237	0.0547945205479452	292
15	IL7R	0.095050911805548	0.126712328767123	292
15	CCR7	0.0231385996044031	0.0308219178082192	292
15	LTB	0.102919297132056	0.133561643835616	292
15	MALAT1	2.42908367101796	0.907534246575342	292
15	FOXP3	0.00457447167125125	0.0171232876712329	292
15	IL2RA	0.0384506729031027	0.0616438356164384	292
15	CTLA4	0.0418922209224343	0.0616438356164384	292
15	CD8A	0.0315610249834354	0.0650684931506849	292
15	CD8B	0.245869493436308	0.297945205479452	292
15	GZMK	0.0156987727452301	0.0205479452054795	292
15	CCL5	0.244266195301165	0.407534246575343	292
15	NKG7	0.0623532735443629	0.0924657534246575	292
15	GNLY	0.0742838309404433	0.0993150684931507	292
15	GZMB	0.0495223796447579	0.0856164383561644	292
15	PRF1	0.109515739717934	0.147260273972603	292
15	KLRD1	0.125053285988849	0.321917808219178	292
15	FCER1G	0.117706835570785	0.174657534246575	292
15	TRDC	0.00776446151048478	0.0102739726027397	292
15	MS4A1	0.0437030318267429	0.0582191780821918	292
